@    xaxis  label "t"
@    yaxis  label "RMSD (nm)"
       33650.00          0.4644          0.6455 
       33700.00          0.4728          0.6699 
       33750.00          0.4887          0.6677 
       33800.00          0.4124          0.6020 
       33850.00          0.4219          0.6044 
       33900.00          0.4378          0.6178 
       33950.00          0.4024          0.6109 
       34000.00          0.3964          0.5381 
       34050.00          0.4162          0.5509 
       34100.00          0.4422          0.6230 
       34150.00          0.3984          0.5772 
       34200.00          0.3623          0.5223 
       34250.00          0.4092          0.5265 
       34300.00          0.4377          0.5655 
       34350.00          0.4419          0.6021 
       34400.00          0.4460          0.5983 
       34450.00          0.4357          0.6090 
       34500.00          0.4255          0.6171 
       34550.00          0.4349          0.5566 
       34600.00          0.4656          0.6270 
       34650.00          0.4590          0.6561 
       34700.00          0.5020          0.6844 
       34750.00          0.4415          0.5506 
       34800.00          0.4198          0.5038 
       34850.00          0.4347          0.4473 
       34900.00          0.3882          0.4799 
       34950.00          0.3977          0.5419 
       35000.00          0.3844          0.4288 
       35050.00          0.4072          0.4510 
       35100.00          0.4283          0.4486 
       35150.00          0.4286          0.5014 
       35200.00          0.4297          0.4741 
       35250.00          0.4491          0.5823 
       35300.00          0.3943          0.5185 
       35350.00          0.4432          0.6581 
       35400.00          0.4507          0.5807 
       35450.00          0.4546          0.6144 
       35500.00          0.4179          0.5866 
       35550.00          0.4174          0.6001 
       35600.00          0.4390          0.6172 
       35650.00          0.4662          0.6157 
       35700.00          0.4454          0.6270 
       35750.00          0.3881          0.6110 
       35800.00          0.3942          0.5745 
       35850.00          0.4035          0.5582 
       35900.00          0.4405          0.5652 
       35950.00          0.4358          0.5333 
       36000.00          0.3437          0.4732 
       36050.00          0.3863          0.4898 
       36100.00          0.4371          0.5405 
       36150.00          0.4463          0.5235 
       36200.00          0.4014          0.5739 
       36250.00          0.3895          0.5569 
       36300.00          0.4745          0.6198 
       36350.00          0.4776          0.6367 
       36400.00          0.5056          0.7215 
       36450.00          0.4441          0.6702 
       36500.00          0.4589          0.7024 
       36550.00          0.4511          0.6458 
       36600.00          0.4713          0.6865 
       36650.00          0.4728          0.6463 
       36700.00          0.4300          0.6095 
       36750.00          0.3858          0.5974 
       36800.00          0.4353          0.6052 
       36850.00          0.3751          0.5433 
       36900.00          0.3852          0.5204 
       36950.00          0.4616          0.6016 
       37000.00          0.4242          0.5396 
       37050.00          0.4349          0.5287 
       37100.00          0.4144          0.4404 
       37150.00          0.4275          0.5785 
       37200.00          0.4813          0.6334 
       37250.00          0.4369          0.6230 
       37300.00          0.4375          0.6619 
       37350.00          0.4595          0.5961 
       37400.00          0.4427          0.5521 
       37450.00          0.4826          0.6326 
       37500.00          0.4606          0.6338 
       37550.00          0.4140          0.5533 
       37600.00          0.4554          0.5693 
       37650.00          0.4122          0.5212 
       37700.00          0.3259          0.4926 
       37750.00          0.2757          0.4861 
       37800.00          0.2868          0.4848 
       37850.00          0.2983          0.4496 
       37900.00          0.3493          0.4151 
       37950.00          0.4002          0.4699 
       38000.00          0.3889          0.4288 
       38050.00          0.3700          0.4446 
       38100.00          0.3859          0.4376 
       38150.00          0.3888          0.4610 
       38200.00          0.4125          0.4469 
       38250.00          0.4648          0.4429 
       38300.00          0.4396          0.4186 
       38350.00          0.4387          0.4588 
       38400.00          0.4159          0.4055 
       38450.00          0.4168          0.4705 
       38500.00          0.4018          0.4078 
       38550.00          0.4490          0.3800 
       38600.00          0.4030          0.4229 
       38650.00          0.4274          0.3881 
       38700.00          0.4625          0.3713 
       38750.00          0.4059          0.3538 
       38800.00          0.4104          0.3798 
       38850.00          0.4066          0.4097 
       38900.00          0.4184          0.4349 
       38950.00          0.4207          0.4147 
       39000.00          0.4641          0.3305 
       39050.00          0.4400          0.3690 
       39100.00          0.3021          0.4561 
       39150.00          0.3411          0.4754 
       39200.00          0.3400          0.4456 
       39250.00          0.3648          0.4545 
       39300.00          0.3604          0.4608 
       39350.00          0.3558          0.4880 
       39400.00          0.3165          0.4837 
       39450.00          0.3999          0.4662 
       39500.00          0.4363          0.4701 
       39550.00          0.4655          0.3883 
       39600.00          0.4491          0.4909 
       39650.00          0.4471          0.3968 
       39700.00          0.3860          0.5105 
       39750.00          0.3534          0.5531 
       39800.00          0.3577          0.5629 
       39850.00          0.3741          0.5805 
       39900.00          0.4145          0.6185 
       39950.00          0.3931          0.5789 
       40000.00          0.3867          0.5670 
       40050.00          0.3716          0.5144 
       40100.00          0.4254          0.4951 
       40150.00          0.4059          0.4828 
       40200.00          0.3847          0.3606 
       40250.00          0.3371          0.4385 
       40300.00          0.4354          0.5997 
       40350.00          0.4066          0.6219 
       40400.00          0.4079          0.5929 
