#          Step          Temp (K)   KinE (kCal/mol)   PotE (kCal/mol)   WalE (kCal/mol)   TotE (kCal/mol)
        8250.00          431.8853           75.9546           -1.0437            0.0000           74.9109
        8300.00          386.2846           67.9349           -3.2503            0.0000           64.6846
        8350.00          466.4752           82.0379           -2.7021            0.0000           79.3357
        8400.00          494.6371           86.9906           -2.4909            0.0000           84.4998
        8450.00          428.8221           75.4159           -3.2195            0.0000           72.1964
        8500.00          356.4569           62.6892           -2.8176            0.0000           59.8716
        8550.00          434.0549           76.3362           -3.3137            0.0000           73.0225
        8600.00          499.6659           87.8750           -2.8606            0.0000           85.0145
        8650.00          397.5584           69.9176           -3.0722            0.0000           66.8454
        8700.00          410.4350           72.1822           -2.6752            0.0000           69.5070
        8750.00          442.3593           77.7966           -2.5489            0.0000           75.2477
        8800.00          415.4193           73.0588           -3.5194            0.0000           69.5394
        8850.00          381.5822           67.1079           -3.2665            0.0000           63.8414
        8900.00          407.5369           71.6725           -2.9172            0.0000           68.7553
        8950.00          434.5147           76.4170            0.4695            0.0000           76.8865
        9000.00          377.3485           66.3634           -2.7374            0.0000           63.6260
        9050.00          462.3068           81.3048           -1.8772            0.0000           79.4276
        9100.00          480.2427           84.4591           -1.9222            0.0000           82.5369
        9150.00          392.0369           68.9466           -1.2818            0.0000           67.6648
        9200.00          499.2386           87.7999           -3.1046            0.0000           84.6952
        9250.00          416.9622           73.3301           -3.9403            0.0000           69.3899
        9300.00          374.2238           65.8138           -2.1198            0.0000           63.6940
        9350.00          390.3944           68.6577           -2.8883            0.0000           65.7694
        9400.00          462.8703           81.4039           -2.7073            0.0000           78.6966
        9450.00          340.4618           59.8762           -2.5349            0.0000           57.3412
        9500.00          420.6473           73.9782           -3.0458            0.0000           70.9324
        9550.00          469.6999           82.6050           -1.9078            0.0000           80.6972
        9600.00          447.3396           78.6725           -3.3429            0.0000           75.3296
        9650.00          429.1337           75.4707           -3.3043            0.0000           72.1664
        9700.00          375.5740           66.0513           -2.7070            0.0000           63.3443
        9750.00          365.9690           64.3621           -3.8584            0.0000           60.5037
        9800.00          412.6781           72.5767           -2.6164            0.0000           69.9603
        9850.00          460.6474           81.0129           -3.5490            0.0000           77.4639
        9900.00          386.1918           67.9186           -1.9069            0.0000           66.0117
        9950.00          446.5064           78.5260           -0.9197            0.0000           77.6063
       10000.00          462.4614           81.3320           -3.6286            0.0000           77.7034
       10050.00          429.9392           75.6124           -1.2832            0.0000           74.3292
       10100.00          437.7317           76.9828           -2.4859            0.0000           74.4969
       10150.00          459.1529           80.7501           -1.9685            0.0000           78.7816
       10200.00          353.9238           62.2437           -3.1129            0.0000           59.1308
       10250.00          446.7530           78.5694           -3.1868            0.0000           75.3826
       10300.00          423.2821           74.4416           -4.0171            0.0000           70.4245
       10350.00          474.5109           83.4511           -3.3448            0.0000           80.1063
       10400.00          454.0109           79.8458           -3.2845            0.0000           76.5613
       10450.00          358.7745           63.0968           -3.6052            0.0000           59.4916
       10500.00          395.3246           69.5248           -3.5341            0.0000           65.9906
       10550.00          435.1053           76.5209           -3.0638            0.0000           73.4571
       10600.00          420.7042           73.9882           -2.7462            0.0000           71.2420
       10650.00          490.6806           86.2948           -3.2742            0.0000           83.0206
       10700.00          366.5292           64.4606           -2.6479            0.0000           61.8127
       10750.00          497.9662           87.5761           -2.3217            0.0000           85.2544
       10800.00          447.1912           78.6464           -2.0161            0.0000           76.6303
       10850.00          409.9194           72.0915           -1.9491            0.0000           70.1424
       10900.00          394.3950           69.3613           -0.6341            0.0000           68.7272
       10950.00          416.0091           73.1625           -2.8706            0.0000           70.2919
       11000.00          335.7852           59.0537           -1.7930            0.0000           57.2607
       11050.00          444.1504           78.1117           -2.3483            0.0000           75.7634
       11100.00          397.5796           69.9214           -3.9616            0.0000           65.9597
       11150.00          461.4438           81.1530           -3.3884            0.0000           77.7646
       11200.00          441.3364           77.6168           -4.3991            0.0000           73.2177
       11250.00          412.9915           72.6318           -2.9098            0.0000           69.7220
       11300.00          336.5689           59.1916           -2.7308            0.0000           56.4607
       11350.00          396.5694           69.7437           -2.6299            0.0000           67.1138
       11400.00          366.2586           64.4130           -2.9395            0.0000           61.4735
       11450.00          496.1275           87.2527           -4.0669            0.0000           83.1858
       11500.00          505.7890           88.9519           -1.4113            0.0000           87.5406
       11550.00          482.2883           84.8189           -2.0645            0.0000           82.7543
       11600.00          421.1042           74.0586           -1.7654            0.0000           72.2932
       11650.00          351.6617           61.8459           -2.4304            0.0000           59.4155
       11700.00          461.5568           81.1729           -3.8938            0.0000           77.2791
       11750.00          310.1457           54.5446           -3.2504            0.0000           51.2942
       11800.00          466.0039           81.9550           -0.8951            0.0000           81.0599
       11850.00          405.5993           71.3318           -0.7487            0.0000           70.5831
       11900.00          405.1916           71.2601           -2.9842            0.0000           68.2758
       11950.00          441.0651           77.5690           -1.6134            0.0000           75.9557
       12000.00          416.8068           73.3028           -2.5081            0.0000           70.7947
       12050.00          376.2914           66.1774           -1.2185            0.0000           64.9589
       12100.00          421.9649           74.2099           -1.1328            0.0000           73.0772
       12150.00          429.9185           75.6087           -2.6316            0.0000           72.9771
       12200.00          394.5795           69.3937           -2.8078            0.0000           66.5860
       12250.00          453.4045           79.7391            1.0182            0.0000           80.7573
       12300.00          353.2440           62.1242           -2.2540            0.0000           59.8701
       12350.00          449.8967           79.1222           -0.6659            0.0000           78.4563
       12400.00          526.3929           92.5754           -1.6793            0.0000           90.8962
       12450.00          367.7114           64.6685           -0.2438            0.0000           64.4247
       12500.00          358.1139           62.9806           -3.1762            0.0000           59.8044
