#          Step          Temp (K)   KinE (kCal/mol)   PotE (kCal/mol)   WalE (kCal/mol)   TotE (kCal/mol)
        4050.00          294.0518           51.7142          -33.0875            0.0000           18.6267
        4100.00          255.7620           44.9802          -32.3865            0.0000           12.5937
        4150.00          266.7761           46.9173          -28.2926            0.0000           18.6246
        4200.00          287.0637           50.4852          -31.1584            0.0000           19.3268
        4250.00          262.5032           46.1658          -22.4819            0.0000           23.6839
        4300.00          353.9006           62.2396          -30.6169            0.0000           31.6228
        4350.00          227.2522           39.9663          -33.0372            0.0000            6.9290
        4400.00          219.5903           38.6188          -28.7576            0.0000            9.8612
        4450.00          312.9504           55.0378          -27.4524            0.0000           27.5854
        4500.00          230.6355           40.5613          -32.7803            0.0000            7.7810
        4550.00          233.4733           41.0604          -30.1374            0.0000           10.9230
        4600.00          329.4143           57.9333          -29.0830            0.0000           28.8503
        4650.00          216.0129           37.9897          -32.8364            0.0000            5.1533
        4700.00          265.4783           46.6890          -32.2053            0.0000           14.4838
        4750.00          223.6226           39.3280          -28.7168            0.0000           10.6112
        4800.00          264.6534           46.5439          -30.7989            0.0000           15.7450
        4850.00          309.4645           54.4248          -30.7794            0.0000           23.6454
        4900.00          222.3593           39.1058          -31.0253            0.0000            8.0804
        4950.00          267.1201           46.9778          -30.2482            0.0000           16.7295
        5000.00          278.7542           49.0238          -29.6750            0.0000           19.3489
        5050.00          232.2849           40.8514          -29.5346            0.0000           11.3168
        5100.00          253.6800           44.6141          -31.0207            0.0000           13.5934
        5150.00          218.5093           38.4287          -32.0554            0.0000            6.3733
        5200.00          275.9920           48.5380          -32.1029            0.0000           16.4352
        5250.00          212.7911           37.4231          -29.7169            0.0000            7.7062
        5300.00          211.0521           37.1172          -29.8560            0.0000            7.2613
        5350.00          240.9271           42.3713          -29.0463            0.0000           13.3250
        5400.00          243.8354           42.8827          -31.7936            0.0000           11.0891
        5450.00          243.1472           42.7617          -31.8147            0.0000           10.9470
        5500.00          303.0225           53.2918          -29.5065            0.0000           23.7853
        5550.00          265.6786           46.7242          -32.0254            0.0000           14.6989
        5600.00          285.1626           50.1509          -31.9495            0.0000           18.2013
        5650.00          257.6260           45.3080          -31.6330            0.0000           13.6751
        5700.00          285.7985           50.2627          -29.7445            0.0000           20.5182
        5750.00          280.6378           49.3551          -31.2537            0.0000           18.1014
        5800.00          267.6908           47.0781          -28.5359            0.0000           18.5423
        5850.00          208.9002           36.7388          -31.7291            0.0000            5.0097
        5900.00          235.1386           41.3533          -29.2034            0.0000           12.1498
        5950.00          286.7319           50.4268          -29.9656            0.0000           20.4612
        6000.00          226.5262           39.8386          -31.8006            0.0000            8.0380
        6050.00          254.3629           44.7342          -30.8113            0.0000           13.9229
        6100.00          283.1746           49.8012          -28.7177            0.0000           21.0835
        6150.00          292.4322           51.4293          -30.7370            0.0000           20.6923
        6200.00          329.7934           58.0000          -29.8559            0.0000           28.1441
        6250.00          268.0763           47.1459          -32.0948            0.0000           15.0511
        6300.00          255.0146           44.8488          -31.6294            0.0000           13.2194
        6350.00          213.8726           37.6132          -32.7010            0.0000            4.9123
        6400.00          235.9301           41.4925          -28.4026            0.0000           13.0898
        6450.00          247.6668           43.5566          -28.9160            0.0000           14.6405
        6500.00          206.4206           36.3027          -32.0843            0.0000            4.2184
        6550.00          229.3653           40.3379          -30.2173            0.0000           10.1206
        6600.00          232.9177           40.9627          -30.2837            0.0000           10.6789
        6650.00          328.1624           57.7131          -30.5242            0.0000           27.1889
        6700.00          255.5862           44.9493          -28.3250            0.0000           16.6243
        6750.00          255.4849           44.9315          -33.0736            0.0000           11.8580
        6800.00          263.4295           46.3287          -31.0794            0.0000           15.2493
        6850.00          287.6000           50.5795          -29.9338            0.0000           20.6457
        6900.00          287.6652           50.5910          -31.9054            0.0000           18.6856
        6950.00          236.4285           41.5801          -30.2052            0.0000           11.3749
        7000.00          305.9214           53.8017          -30.5471            0.0000           23.2545
        7050.00          230.9950           40.6245          -32.0155            0.0000            8.6090
        7100.00          297.0240           52.2369          -31.6277            0.0000           20.6092
        7150.00          242.2011           42.5953          -27.8730            0.0000           14.7223
        7200.00          252.8825           44.4738          -30.9613            0.0000           13.5125
        7250.00          266.6736           46.8992          -29.8963            0.0000           17.0029
        7300.00          269.0032           47.3089          -30.3186            0.0000           16.9904
        7350.00          247.6150           43.5474          -31.3457            0.0000           12.2018
        7400.00          229.9586           40.4423          -30.9048            0.0000            9.5375
        7450.00          264.5656           46.5285          -29.9370            0.0000           16.5915
        7500.00          286.3262           50.3555          -27.8703            0.0000           22.4852
        7550.00          248.2528           43.6596          -33.3623            0.0000           10.2973
        7600.00          295.4447           51.9591          -29.9308            0.0000           22.0284
        7650.00          280.7733           49.3789          -30.8957            0.0000           18.4833
        7700.00          370.9602           65.2399          -23.2522            0.0000           41.9877
        7750.00          324.9946           57.1560          -29.1898            0.0000           27.9663
        7800.00          244.5492           43.0083          -31.4376            0.0000           11.5706
        7850.00          260.4240           45.8001          -29.7197            0.0000           16.0805
        7900.00          277.7804           48.8526          -29.1505            0.0000           19.7021
        7950.00          306.9356           53.9800          -32.6676            0.0000           21.3124
        8000.00          243.5619           42.8346          -31.0799            0.0000           11.7547
        8050.00          259.7967           45.6898          -29.3505            0.0000           16.3394
        8100.00          307.3817           54.0585          -30.6047            0.0000           23.4538
        8150.00          239.1805           42.0641          -30.7253            0.0000           11.3388
        8200.00          287.9218           50.6361          -28.9969            0.0000           21.6392
        8250.00          273.5678           48.1117          -33.1261            0.0000           14.9856
        8300.00          265.0690           46.6170          -30.1737            0.0000           16.4434
        8350.00          331.2212           58.2511          -28.6130            0.0000           29.6381
        8400.00          279.3279           49.1247          -32.7935            0.0000           16.3312
        8450.00          183.7471           32.3152          -29.3050            0.0000            3.0101
        8500.00          333.9867           58.7374          -28.8031            0.0000           29.9343
        8550.00          317.6344           55.8616          -30.3451            0.0000           25.5165
        8600.00          286.4585           50.3788          -31.0201            0.0000           19.3587
        8650.00          235.3264           41.3863          -30.4723            0.0000           10.9139
        8700.00          280.3834           49.3103          -29.0261            0.0000           20.2843
        8750.00          225.4478           39.6490          -31.2770            0.0000            8.3719
        8800.00          211.5943           37.2126          -29.9109            0.0000            7.3017
        8850.00          280.9295           49.4064          -28.4261            0.0000           20.9803
        8900.00          240.9408           42.3737          -30.5762            0.0000           11.7974
        8950.00          294.1680           51.7346          -32.2495            0.0000           19.4851
        9000.00          257.9628           45.3673          -30.5201            0.0000           14.8472
        9050.00          265.8331           46.7514          -31.2007            0.0000           15.5508
        9100.00          221.9838           39.0397          -25.9867            0.0000           13.0531
        9150.00          314.8786           55.3769          -29.1834            0.0000           26.1935
        9200.00          223.5474           39.3147          -32.4439            0.0000            6.8708
        9250.00          229.1755           40.3045          -31.8632            0.0000            8.4413
        9300.00          227.2052           39.9580          -29.9729            0.0000            9.9851
        9350.00          258.9537           45.5416          -29.3342            0.0000           16.2073
        9400.00          277.2101           48.7523          -31.0733            0.0000           17.6790
        9450.00          208.5781           36.6821          -30.4565            0.0000            6.2256
        9500.00          244.7570           43.0448          -30.5929            0.0000           12.4520
        9550.00          340.9646           59.9646          -30.8758            0.0000           29.0888
        9600.00          275.1976           48.3983          -30.2856            0.0000           18.1127
        9650.00          283.5643           49.8698          -31.8682            0.0000           18.0016
        9700.00          278.5351           48.9853          -30.5930            0.0000           18.3923
        9750.00          223.9421           39.3842          -29.7552            0.0000            9.6289
        9800.00          262.9649           46.2470          -30.4143            0.0000           15.8326
        9850.00          251.8447           44.2913          -30.9116            0.0000           13.3797
        9900.00          224.0865           39.4095          -32.5288            0.0000            6.8807
        9950.00          370.5891           65.1746          -30.0609            0.0000           35.1137
       10000.00          304.7643           53.5982          -32.0551            0.0000           21.5430
       10050.00          257.6467           45.3117          -28.3953            0.0000           16.9164
       10100.00          395.5027           69.5561          -30.5926            0.0000           38.9635
       10150.00          319.8500           56.2512          -31.1320            0.0000           25.1193
       10200.00          282.4769           49.6785          -30.5005            0.0000           19.1781
       10250.00          241.3815           42.4512          -32.4056            0.0000           10.0456
       10300.00          268.4962           47.2198          -29.5868            0.0000           17.6330
       10350.00          329.9847           58.0336          -27.6249            0.0000           30.4088
       10400.00          234.8660           41.3053          -30.6864            0.0000           10.6189
       10450.00          234.1394           41.1775          -32.2791            0.0000            8.8984
       10500.00          205.4240           36.1274          -28.7306            0.0000            7.3968
       10550.00          369.3015           64.9481          -29.4495            0.0000           35.4987
       10600.00          319.1481           56.1278          -28.9289            0.0000           27.1989
       10650.00          288.9370           50.8146          -30.1517            0.0000           20.6629
       10700.00          287.8570           50.6247          -31.0143            0.0000           19.6104
       10750.00          279.2259           49.1068          -31.4228            0.0000           17.6839
       10800.00          286.2762           50.3467          -30.9671            0.0000           19.3796
       10850.00          285.3526           50.1843          -32.3054            0.0000           17.8789
       10900.00          189.3297           33.2970          -31.3698            0.0000            1.9272
       10950.00          319.4067           56.1733          -27.3850            0.0000           28.7883
       11000.00          297.3349           52.2916          -30.2261            0.0000           22.0655
       11050.00          286.1238           50.3199          -30.1091            0.0000           20.2108
       11100.00          245.5291           43.1806          -31.0553            0.0000           12.1253
       11150.00          252.3205           44.3750          -31.7856            0.0000           12.5894
       11200.00          205.5739           36.1538          -30.5495            0.0000            5.6043
       11250.00          232.1848           40.8338          -32.0481            0.0000            8.7856
       11300.00          194.8655           34.2705          -31.8108            0.0000            2.4597
       11350.00          300.8381           52.9077          -26.7563            0.0000           26.1514
       11400.00          328.2231           57.7238          -27.0439            0.0000           30.6799
       11450.00          367.4157           64.6165          -30.2624            0.0000           34.3541
       11500.00          329.7331           57.9894          -32.3955            0.0000           25.5939
       11550.00          228.1515           40.1244          -28.7462            0.0000           11.3782
       11600.00          336.3533           59.1536          -30.2408            0.0000           28.9128
       11650.00          276.2747           48.5878          -30.7899            0.0000           17.7979
       11700.00          253.8663           44.6468          -29.2356            0.0000           15.4112
       11750.00          292.4913           51.4397          -30.5373            0.0000           20.9024
       11800.00          214.4267           37.7107          -30.8556            0.0000            6.8551
       11850.00          245.9371           43.2524          -32.6060            0.0000           10.6464
       11900.00          275.8638           48.5155          -30.7671            0.0000           17.7483
       11950.00          189.5256           33.3314          -30.3442            0.0000            2.9872
       12000.00          277.6356           48.8271          -31.1736            0.0000           17.6534
       12050.00          251.1540           44.1698          -31.3809            0.0000           12.7890
       12100.00          306.0893           53.8312          -30.6546            0.0000           23.1766
       12150.00          283.1161           49.7909          -31.3476            0.0000           18.4434
       12200.00          199.6790           35.1171          -32.6374            0.0000            2.4796
       12250.00          212.4272           37.3590          -31.0790            0.0000            6.2801
       12300.00          302.8120           53.2548          -29.6413            0.0000           23.6136
       12350.00          238.3731           41.9221          -26.9623            0.0000           14.9598
       12400.00          275.3856           48.4314          -31.3528            0.0000           17.0786
       12450.00          278.3616           48.9548          -31.5038            0.0000           17.4510
       12500.00          223.5115           39.3084          -28.2860            0.0000           11.0225
       12550.00          272.9248           47.9986          -31.0828            0.0000           16.9158
       12600.00          223.5086           39.3079          -32.6932            0.0000            6.6147
       12650.00          254.6758           44.7892          -30.9667            0.0000           13.8226
       12700.00          258.6123           45.4815          -32.0803            0.0000           13.4012
       12750.00          284.8105           50.0889          -27.5504            0.0000           22.5385
       12800.00          251.8831           44.2981          -28.4097            0.0000           15.8884
       12850.00          207.8366           36.5517          -30.6511            0.0000            5.9006
       12900.00          289.8808           50.9806          -31.1609            0.0000           19.8198
       12950.00          355.3260           62.4903          -28.9546            0.0000           33.5358
       13000.00          265.1358           46.6288          -32.9860            0.0000           13.6428
       13050.00          234.1740           41.1836          -32.4069            0.0000            8.7768
       13100.00          219.4797           38.5994          -30.4325            0.0000            8.1668
       13150.00          313.1474           55.0725          -32.0548            0.0000           23.0176
       13200.00          272.5483           47.9324          -31.7126            0.0000           16.2198
       13250.00          256.1123           45.0418          -30.6912            0.0000           14.3506
       13300.00          198.2728           34.8698          -32.3614            0.0000            2.5084
       13350.00          266.7384           46.9106          -29.5088            0.0000           17.4018
       13400.00          301.5067           53.0252          -31.0650            0.0000           21.9603
       13450.00          236.3867           41.5727          -31.7609            0.0000            9.8119
       13500.00          263.6215           46.3625          -30.1402            0.0000           16.2223
       13550.00          273.2725           48.0598          -30.6524            0.0000           17.4074
       13600.00          182.2058           32.0441          -30.6459            0.0000            1.3982
       13650.00          254.1791           44.7019          -29.9431            0.0000           14.7587
       13700.00          271.4337           47.7364          -30.7722            0.0000           16.9642
       13750.00          293.0016           51.5295          -31.0640            0.0000           20.4655
       13800.00          272.3918           47.9049          -31.0371            0.0000           16.8678
       13850.00          274.0251           48.1921          -26.7612            0.0000           21.4310
       13900.00          258.8532           45.5239          -29.4655            0.0000           16.0584
       13950.00          251.8196           44.2869          -29.6368            0.0000           14.6501
       14000.00          284.3175           50.0022          -30.7392            0.0000           19.2630
       14050.00          323.3675           56.8699          -24.9698            0.0000           31.9000
       14100.00          259.7147           45.6754          -29.8240            0.0000           15.8514
       14150.00          211.1776           37.1393          -32.2018            0.0000            4.9375
       14200.00          212.3608           37.3474          -30.6774            0.0000            6.6699
       14250.00          211.7337           37.2371          -28.9766            0.0000            8.2605
       14300.00          236.9942           41.6796          -31.5092            0.0000           10.1704
       14350.00          263.1590           46.2811          -23.6852            0.0000           22.5959
       14400.00          323.5716           56.9058          -31.2699            0.0000           25.6359
       14450.00          250.7162           44.0929          -29.3013            0.0000           14.7916
       14500.00          225.4857           39.6556          -32.8752            0.0000            6.7805
       14550.00          272.2824           47.8856          -32.5567            0.0000           15.3289
       14600.00          242.8830           42.7152          -29.9674            0.0000           12.7479
       14650.00          177.0330           31.1344          -29.7620            0.0000            1.3723
       14700.00          292.2016           51.3888          -32.0686            0.0000           19.3202
       14750.00          219.7846           38.6530          -33.2660            0.0000            5.3870
       14800.00          305.1035           53.6578          -29.7956            0.0000           23.8622
       14850.00          241.4669           42.4662          -30.9486            0.0000           11.5176
       14900.00          252.3069           44.3726          -31.0948            0.0000           13.2778
       14950.00          275.1701           48.3935          -25.9361            0.0000           22.4574
       15000.00          294.5984           51.8103          -32.3103            0.0000           19.5000
       15050.00          248.4987           43.7029          -30.9644            0.0000           12.7384
       15100.00          270.3976           47.5542          -29.5641            0.0000           17.9901
       15150.00          240.1115           42.2278          -28.8214            0.0000           13.4064
       15200.00          305.0965           53.6566          -28.6380            0.0000           25.0186
       15250.00          295.3541           51.9432          -30.8299            0.0000           21.1133
       15300.00          366.0238           64.3717          -29.4777            0.0000           34.8940
       15350.00          319.0452           56.1097          -31.2597            0.0000           24.8500
       15400.00          238.3309           41.9147          -31.1974            0.0000           10.7172
       15450.00          275.7720           48.4994          -31.4513            0.0000           17.0480
       15500.00          218.6825           38.4592          -30.9036            0.0000            7.5555
       15550.00          327.1091           57.5279          -29.8060            0.0000           27.7219
       15600.00          259.3965           45.6194          -30.9223            0.0000           14.6972
       15650.00          246.4974           43.3509          -30.8803            0.0000           12.4706
       15700.00          280.5649           49.3423          -32.0558            0.0000           17.2865
       15750.00          280.8168           49.3866          -29.6153            0.0000           19.7712
       15800.00          263.0488           46.2618          -29.9520            0.0000           16.3098
       15850.00          281.1310           49.4418          -29.5267            0.0000           19.9151
       15900.00          328.2391           57.7266          -30.2001            0.0000           27.5265
       15950.00          238.3442           41.9170          -27.9882            0.0000           13.9288
       16000.00          284.7433           50.0771          -30.2123            0.0000           19.8648
       16050.00          293.4118           51.6016          -29.2782            0.0000           22.3234
       16100.00          295.6009           51.9866          -30.8879            0.0000           21.0987
       16150.00          317.0298           55.7553          -29.4524            0.0000           26.3029
       16200.00          287.4139           50.5468          -32.3935            0.0000           18.1532
       16250.00          194.5273           34.2110          -29.0688            0.0000            5.1423
       16300.00          234.0107           41.1549          -31.2708            0.0000            9.8841
       16350.00          222.3397           39.1023          -30.0561            0.0000            9.0462
       16400.00          341.6432           60.0840          -28.4687            0.0000           31.6152
       16450.00          251.9913           44.3171          -28.4815            0.0000           15.8356
       16500.00          207.9662           36.5745          -28.3606            0.0000            8.2139
       16550.00          225.7451           39.7012          -31.0651            0.0000            8.6362
       16600.00          282.1284           49.6172          -31.1481            0.0000           18.4691
       16650.00          245.0298           43.0928          -30.9128            0.0000           12.1800
       16700.00          234.9185           41.3145          -29.8456            0.0000           11.4689
       16750.00          284.0669           49.9582          -29.8759            0.0000           20.0823
       16800.00          348.2790           61.2510          -31.0427            0.0000           30.2082
       16850.00          208.4187           36.6541          -32.2038            0.0000            4.4503
       16900.00          329.7602           57.9941          -31.3114            0.0000           26.6827
       16950.00          260.8938           45.8828          -30.6662            0.0000           15.2166
       17000.00          241.7872           42.5225          -29.3595            0.0000           13.1630
       17050.00          308.6867           54.2880          -30.9121            0.0000           23.3759
       17100.00          238.2407           41.8988          -31.5830            0.0000           10.3158
       17150.00          231.6552           40.7406          -30.9828            0.0000            9.7578
       17200.00          266.6699           46.8986          -31.3199            0.0000           15.5787
       17250.00          266.8214           46.9252          -30.3313            0.0000           16.5940
       17300.00          229.1924           40.3075          -29.1353            0.0000           11.1722
       17350.00          297.7791           52.3697          -29.7857            0.0000           22.5840
       17400.00          226.3188           39.8021          -30.0032            0.0000            9.7990
       17450.00          225.2062           39.6065          -29.7329            0.0000            9.8735
       17500.00          275.8232           48.5084          -28.6234            0.0000           19.8849
       17550.00          256.2705           45.0697          -28.6575            0.0000           16.4122
       17600.00          289.2995           50.8784          -31.1974            0.0000           19.6810
       17650.00          187.4456           32.9656          -30.4676            0.0000            2.4980
       17700.00          242.7180           42.6862          -26.4225            0.0000           16.2637
       17750.00          288.4806           50.7344          -27.9023            0.0000           22.8320
       17800.00          245.2092           43.1243          -28.0307            0.0000           15.0936
       17850.00          284.6245           50.0562          -32.6470            0.0000           17.4093
       17900.00          209.1538           36.7834          -28.7516            0.0000            8.0318
       17950.00          255.9770           45.0180          -31.8857            0.0000           13.1324
       18000.00          287.7935           50.6135          -31.1784            0.0000           19.4352
       18050.00          279.0978           49.0842          -31.4245            0.0000           17.6597
       18100.00          266.7304           46.9092          -28.9013            0.0000           18.0079
       18150.00          346.6321           60.9613          -29.3859            0.0000           31.5754
       18200.00          206.4912           36.3151          -27.7667            0.0000            8.5484
       18250.00          285.0271           50.1270          -26.8099            0.0000           23.3171
       18300.00          230.1643           40.4784          -33.7187            0.0000            6.7598
       18350.00          262.3215           46.1338          -30.7186            0.0000           15.4152
       18400.00          225.7497           39.7021          -29.6274            0.0000           10.0747
       18450.00          271.3359           47.7192          -29.0366            0.0000           18.6825
       18500.00          232.2143           40.8390          -30.1613            0.0000           10.6776
       18550.00          322.0603           56.6400          -31.9921            0.0000           24.6478
       18600.00          204.0869           35.8923          -30.7461            0.0000            5.1462
       18650.00          218.6198           38.4481          -32.0889            0.0000            6.3593
       18700.00          233.7441           41.1080          -23.3638            0.0000           17.7442
       18750.00          285.4052           50.1935          -31.7815            0.0000           18.4120
       18800.00          200.9384           35.3385          -31.8683            0.0000            3.4702
       18850.00          220.9070           38.8504          -30.1489            0.0000            8.7015
       18900.00          239.8347           42.1791          -31.1389            0.0000           11.0402
       18950.00          250.0781           43.9806          -30.9655            0.0000           13.0152
       19000.00          260.3222           45.7822          -30.4737            0.0000           15.3085
       19050.00          248.1168           43.6357          -31.6755            0.0000           11.9602
       19100.00          271.6167           47.7686          -28.9096            0.0000           18.8590
       19150.00          256.1781           45.0534          -31.6919            0.0000           13.3615
       19200.00          222.7480           39.1742          -31.0193            0.0000            8.1548
       19250.00          229.9789           40.4458          -27.2342            0.0000           13.2116
       19300.00          364.7671           64.1507          -26.1199            0.0000           38.0308
       19350.00          333.1140           58.5839          -25.5661            0.0000           33.0178
       19400.00          241.0171           42.3871          -31.9021            0.0000           10.4850
       19450.00          244.5909           43.0156          -30.6034            0.0000           12.4122
       19500.00          212.8993           37.4421          -32.3384            0.0000            5.1037
       19550.00          245.0306           43.0929          -30.8308            0.0000           12.2622
       19600.00          263.0362           46.2595          -32.9794            0.0000           13.2801
       19650.00          290.0228           51.0056          -30.7797            0.0000           20.2259
       19700.00          288.9167           50.8111          -29.8232            0.0000           20.9879
       19750.00          361.5836           63.5908          -31.7852            0.0000           31.8057
       19800.00          229.9126           40.4342          -29.2055            0.0000           11.2286
       19850.00          259.8372           45.6969          -31.3354            0.0000           14.3615
       19900.00          277.1272           48.7377          -33.2962            0.0000           15.4415
       19950.00          233.2947           41.0290          -33.1604            0.0000            7.8685
       20000.00          195.6121           34.4018          -31.7161            0.0000            2.6857
       20050.00          301.1905           52.9696          -28.6785            0.0000           24.2912
       20100.00          348.7926           61.3413          -30.1001            0.0000           31.2412
       20150.00          304.8548           53.6141          -27.2499            0.0000           26.3642
       20200.00          301.4656           53.0180          -30.7562            0.0000           22.2618
       20250.00          264.4483           46.5079          -31.4652            0.0000           15.0426
       20300.00          274.5991           48.2931          -29.9002            0.0000           18.3929
       20350.00          268.3619           47.1962          -29.0993            0.0000           18.0968
       20400.00          333.2902           58.6149          -28.4923            0.0000           30.1226
       20450.00          270.4427           47.5621          -30.0899            0.0000           17.4722
       20500.00          267.3589           47.0197          -29.7748            0.0000           17.2450
       20550.00          221.0810           38.8810          -32.0951            0.0000            6.7858
       20600.00          342.4580           60.2273          -31.8441            0.0000           28.3832
       20650.00          282.3392           49.6543          -25.0029            0.0000           24.6514
       20700.00          282.7025           49.7182          -28.8452            0.0000           20.8730
       20750.00          292.8673           51.5059          -33.4571            0.0000           18.0488
       20800.00          268.5292           47.2256          -31.0305            0.0000           16.1951
       20850.00          250.5209           44.0585          -32.5336            0.0000           11.5249
       20900.00          249.4444           43.8692          -31.5636            0.0000           12.3055
       20950.00          282.0091           49.5963          -29.8061            0.0000           19.7901
       21000.00          263.4179           46.3267          -28.9120            0.0000           17.4146
       21050.00          248.3898           43.6837          -30.1745            0.0000           13.5092
       21100.00          318.5347           56.0199          -29.9006            0.0000           26.1193
       21150.00          331.8355           58.3591          -30.5836            0.0000           27.7755
       21200.00          254.0646           44.6817          -31.7986            0.0000           12.8831
