#          Step             alpha              3_10                pi              beta                SS             other             total
        4200.00                 5                 0                 0                 0                 0                 1                 6
        4250.00                 5                 0                 0                 0                 0                 1                 6
        4300.00                 5                 0                 0                 0                 0                 1                 6
        4350.00                 5                 0                 0                 1                 0                 0                 6
        4400.00                 5                 0                 0                 0                 0                 1                 6
        4450.00                 5                 0                 0                 0                 0                 1                 6
        4500.00                 6                 0                 0                 0                 0                 0                 6
        4550.00                 6                 0                 0                 0                 0                 0                 6
        4600.00                 6                 0                 0                 0                 0                 0                 6
        4650.00                 5                 0                 0                 0                 0                 1                 6
        4700.00                 5                 0                 0                 0                 0                 1                 6
        4750.00                 6                 0                 0                 0                 0                 0                 6
        4800.00                 5                 0                 0                 0                 0                 1                 6
        4850.00                 5                 0                 0                 0                 0                 1                 6
        4900.00                 6                 0                 0                 0                 0                 0                 6
        4950.00                 6                 0                 0                 0                 0                 0                 6
        5000.00                 6                 0                 0                 0                 0                 0                 6
        5050.00                 6                 0                 0                 0                 0                 0                 6
        5100.00                 5                 0                 0                 1                 0                 0                 6
        5150.00                 6                 0                 0                 0                 0                 0                 6
        5200.00                 5                 0                 0                 0                 0                 1                 6
        5250.00                 5                 0                 0                 0                 0                 1                 6
        5300.00                 5                 0                 0                 1                 0                 0                 6
        5350.00                 5                 0                 0                 0                 0                 1                 6
        5400.00                 5                 0                 0                 1                 0                 0                 6
        5450.00                 5                 0                 0                 0                 0                 1                 6
        5500.00                 5                 0                 0                 0                 0                 1                 6
        5550.00                 5                 0                 0                 0                 0                 1                 6
        5600.00                 5                 0                 0                 1                 0                 0                 6
        5650.00                 5                 0                 0                 1                 0                 0                 6
        5700.00                 5                 0                 0                 1                 0                 0                 6
        5750.00                 5                 0                 0                 1                 0                 0                 6
        5800.00                 4                 0                 0                 0                 0                 1                 5
        5850.00                 3                 0                 0                 1                 0                 0                 4
        5900.00                 3                 0                 0                 0                 0                 1                 4
        5950.00                 3                 0                 0                 1                 0                 0                 4
        6000.00                 3                 0                 0                 0                 0                 1                 4
        6050.00                 3                 0                 0                 0                 0                 1                 4
        6100.00                 3                 0                 0                 0                 0                 1                 4
        6150.00                 3                 0                 0                 0                 0                 1                 4
        6200.00                 3                 0                 0                 1                 0                 0                 4
        6250.00                 3                 0                 0                 1                 0                 0                 4
        6300.00                 3                 0                 0                 0                 0                 1                 4
        6350.00                 3                 0                 0                 1                 0                 0                 4
        6400.00                 3                 0                 0                 0                 0                 1                 4
        6450.00                 3                 0                 0                 1                 0                 0                 4
        6500.00                 3                 0                 0                 1                 0                 0                 4
        6550.00                 3                 0                 0                 1                 0                 0                 4
        6600.00                 3                 0                 0                 0                 0                 1                 4
        6650.00                 2                 0                 0                 0                 0                 1                 3
        6700.00                 2                 0                 0                 1                 0                 0                 3
        6750.00                 2                 0                 0                 1                 0                 0                 3
        6800.00                 3                 0                 0                 1                 0                 0                 4
        6850.00                 3                 0                 0                 1                 0                 0                 4
        6900.00                 3                 0                 0                 1                 0                 0                 4
        6950.00                 3                 0                 0                 1                 0                 0                 4
        7000.00                 3                 0                 0                 1                 0                 0                 4
        7050.00                 4                 0                 0                 0                 0                 0                 4
        7100.00                 4                 0                 0                 0                 0                 0                 4
        7150.00                 4                 0                 0                 0                 0                 0                 4
        7200.00                 3                 0                 0                 0                 0                 1                 4
        7250.00                 3                 0                 0                 1                 0                 0                 4
        7300.00                 3                 0                 0                 1                 0                 0                 4
        7350.00                 3                 0                 0                 1                 0                 0                 4
        7400.00                 3                 0                 0                 1                 0                 0                 4
        7450.00                 3                 0                 0                 1                 0                 0                 4
        7500.00                 3                 0                 0                 0                 0                 1                 4
        7550.00                 3                 0                 0                 1                 0                 0                 4
        7600.00                 2                 0                 0                 1                 0                 0                 3
        7650.00                 3                 0                 0                 1                 0                 0                 4
        7700.00                 3                 0                 0                 1                 0                 0                 4
        7750.00                 3                 0                 0                 0                 0                 1                 4
        7800.00                 3                 0                 0                 1                 0                 0                 4
        7850.00                 4                 0                 0                 0                 0                 1                 5
        7900.00                 4                 0                 0                 0                 0                 1                 5
        7950.00                 5                 0                 0                 0                 0                 0                 5
        8000.00                 4                 0                 0                 1                 0                 0                 5
        8050.00                 5                 0                 0                 0                 0                 0                 5
        8100.00                 4                 0                 0                 0                 0                 1                 5
        8150.00                 5                 0                 0                 0                 0                 0                 5
        8200.00                 4                 0                 0                 0                 0                 1                 5
        8250.00                 4                 0                 0                 0                 0                 1                 5
        8300.00                 4                 0                 0                 0                 0                 1                 5
        8350.00                 4                 0                 0                 1                 0                 0                 5
        8400.00                 4                 0                 0                 1                 0                 0                 5
        8450.00                 5                 0                 0                 0                 0                 0                 5
        8500.00                 5                 0                 0                 0                 0                 0                 5
        8550.00                 4                 0                 0                 0                 0                 1                 5
        8600.00                 4                 0                 0                 0                 0                 1                 5
        8650.00                 4                 0                 0                 0                 0                 1                 5
        8700.00                 4                 0                 0                 0                 0                 1                 5
        8750.00                 4                 0                 0                 1                 0                 0                 5
        8800.00                 4                 0                 0                 0                 0                 1                 5
        8850.00                 4                 0                 0                 0                 0                 1                 5
        8900.00                 4                 0                 0                 0                 0                 1                 5
        8950.00                 4                 0                 0                 1                 0                 0                 5
        9000.00                 4                 0                 0                 0                 0                 1                 5
        9050.00                 4                 0                 0                 1                 0                 0                 5
        9100.00                 4                 0                 0                 0                 0                 1                 5
        9150.00                 4                 0                 0                 1                 0                 0                 5
        9200.00                 4                 0                 0                 1                 0                 0                 5
        9250.00                 5                 0                 0                 0                 0                 0                 5
        9300.00                 4                 0                 0                 0                 0                 1                 5
        9350.00                 4                 0                 0                 0                 0                 1                 5
        9400.00                 4                 0                 0                 1                 0                 0                 5
        9450.00                 4                 0                 0                 0                 0                 1                 5
        9500.00                 4                 0                 0                 0                 0                 1                 5
        9550.00                 5                 0                 0                 0                 0                 0                 5
        9600.00                 4                 0                 0                 1                 0                 0                 5
        9650.00                 4                 0                 0                 0                 0                 1                 5
        9700.00                 4                 0                 0                 0                 0                 1                 5
        9750.00                 5                 0                 0                 0                 0                 0                 5
        9800.00                 4                 0                 0                 0                 0                 1                 5
        9850.00                 5                 0                 0                 0                 0                 0                 5
        9900.00                 4                 0                 0                 0                 0                 1                 5
        9950.00                 4                 0                 0                 0                 0                 1                 5
       10000.00                 3                 0                 0                 0                 0                 1                 4
       10050.00                 4                 0                 0                 0                 0                 1                 5
       10100.00                 4                 0                 0                 0                 0                 1                 5
       10150.00                 4                 0                 0                 0                 0                 1                 5
       10200.00                 4                 0                 0                 0                 0                 1                 5
       10250.00                 5                 0                 0                 0                 0                 0                 5
       10300.00                 4                 0                 0                 1                 0                 0                 5
       10350.00                 4                 0                 0                 0                 0                 1                 5
       10400.00                 4                 0                 0                 1                 0                 0                 5
       10450.00                 4                 0                 0                 0                 0                 1                 5
       10500.00                 5                 0                 0                 0                 0                 0                 5
       10550.00                 4                 0                 0                 0                 0                 1                 5
       10600.00                 4                 0                 0                 1                 0                 0                 5
       10650.00                 5                 0                 0                 0                 0                 0                 5
       10700.00                 4                 0                 0                 1                 0                 0                 5
       10750.00                 4                 0                 0                 1                 0                 0                 5
       10800.00                 5                 0                 0                 0                 0                 0                 5
       10850.00                 4                 0                 0                 0                 0                 1                 5
       10900.00                 4                 0                 0                 1                 0                 0                 5
       10950.00                 5                 0                 0                 0                 0                 0                 5
       11000.00                 4                 0                 0                 0                 0                 1                 5
       11050.00                 3                 0                 0                 0                 0                 1                 4
       11100.00                 4                 0                 0                 0                 0                 0                 4
       11150.00                 4                 0                 0                 1                 0                 0                 5
       11200.00                 5                 0                 0                 0                 0                 0                 5
       11250.00                 4                 0                 0                 1                 0                 0                 5
       11300.00                 5                 0                 0                 0                 0                 0                 5
       11350.00                 4                 0                 0                 0                 0                 0                 4
       11400.00                 4                 0                 0                 0                 0                 0                 4
       11450.00                 3                 0                 0                 1                 0                 0                 4
       11500.00                 3                 0                 0                 0                 0                 1                 4
       11550.00                 3                 0                 0                 1                 0                 0                 4
       11600.00                 3                 0                 0                 0                 0                 1                 4
       11650.00                 3                 0                 0                 0                 0                 1                 4
       11700.00                 3                 0                 0                 0                 0                 1                 4
       11750.00                 3                 0                 0                 1                 0                 0                 4
       11800.00                 4                 0                 0                 0                 0                 0                 4
       11850.00                 4                 0                 0                 0                 0                 0                 4
       11900.00                 4                 0                 0                 0                 0                 1                 5
       11950.00                 4                 0                 0                 0                 0                 1                 5
       12000.00                 5                 0                 0                 0                 0                 0                 5
       12050.00                 5                 0                 0                 0                 0                 0                 5
       12100.00                 4                 0                 0                 0                 0                 1                 5
       12150.00                 4                 0                 0                 1                 0                 0                 5
       12200.00                 5                 0                 0                 0                 0                 0                 5
       12250.00                 4                 0                 0                 0                 0                 1                 5
       12300.00                 4                 0                 0                 0                 0                 1                 5
       12350.00                 4                 0                 0                 1                 0                 0                 5
       12400.00                 5                 0                 0                 0                 0                 0                 5
       12450.00                 4                 0                 0                 0                 0                 1                 5
       12500.00                 4                 0                 0                 1                 0                 0                 5
       12550.00                 5                 0                 0                 0                 0                 0                 5
       12600.00                 4                 0                 0                 0                 0                 1                 5
       12650.00                 4                 0                 0                 0                 0                 1                 5
       12700.00                 5                 0                 0                 0                 0                 0                 5
       12750.00                 4                 0                 0                 0                 0                 1                 5
       12800.00                 4                 0                 0                 0                 0                 1                 5
       12850.00                 4                 0                 0                 0                 0                 1                 5
       12900.00                 4                 0                 0                 1                 0                 0                 5
       12950.00                 5                 0                 0                 0                 0                 0                 5
       13000.00                 5                 0                 0                 0                 0                 0                 5
       13050.00                 5                 0                 0                 0                 0                 0                 5
       13100.00                 4                 0                 0                 0                 0                 1                 5
       13150.00                 4                 0                 0                 1                 0                 0                 5
       13200.00                 4                 0                 0                 0                 0                 1                 5
       13250.00                 5                 0                 0                 0                 0                 0                 5
       13300.00                 4                 0                 0                 1                 0                 0                 5
       13350.00                 4                 0                 0                 1                 0                 0                 5
       13400.00                 5                 0                 0                 0                 0                 0                 5
       13450.00                 5                 0                 0                 0                 0                 0                 5
       13500.00                 4                 0                 0                 1                 0                 0                 5
       13550.00                 5                 0                 0                 0                 0                 0                 5
       13600.00                 5                 0                 0                 0                 0                 0                 5
       13650.00                 5                 0                 0                 0                 0                 0                 5
       13700.00                 3                 0                 0                 0                 0                 1                 4
       13750.00                 4                 0                 0                 0                 0                 1                 5
       13800.00                 4                 0                 0                 0                 0                 1                 5
       13850.00                 4                 0                 0                 0                 0                 1                 5
       13900.00                 5                 0                 0                 0                 0                 0                 5
       13950.00                 4                 0                 0                 0                 0                 1                 5
       14000.00                 4                 0                 0                 0                 0                 1                 5
       14050.00                 4                 0                 0                 1                 0                 0                 5
       14100.00                 4                 0                 0                 0                 0                 0                 4
       14150.00                 4                 0                 0                 0                 0                 1                 5
       14200.00                 4                 0                 0                 1                 0                 0                 5
       14250.00                 4                 0                 0                 0                 0                 1                 5
       14300.00                 4                 0                 0                 1                 0                 0                 5
       14350.00                 4                 0                 0                 0                 0                 1                 5
       14400.00                 5                 0                 0                 0                 0                 0                 5
       14450.00                 4                 0                 0                 0                 0                 1                 5
       14500.00                 4                 0                 0                 0                 0                 1                 5
       14550.00                 4                 0                 0                 0                 0                 1                 5
       14600.00                 5                 0                 0                 0                 0                 0                 5
       14650.00                 5                 0                 0                 0                 0                 0                 5
       14700.00                 4                 0                 0                 0                 0                 1                 5
       14750.00                 4                 0                 0                 0                 0                 1                 5
       14800.00                 4                 0                 0                 0                 0                 1                 5
       14850.00                 4                 0                 0                 0                 0                 1                 5
       14900.00                 4                 0                 0                 0                 0                 1                 5
       14950.00                 4                 0                 0                 0                 0                 1                 5
       15000.00                 4                 0                 0                 0                 0                 1                 5
       15050.00                 4                 0                 0                 1                 0                 0                 5
       15100.00                 4                 0                 0                 0                 0                 1                 5
       15150.00                 4                 0                 0                 0                 0                 1                 5
       15200.00                 4                 0                 0                 1                 0                 0                 5
       15250.00                 5                 0                 0                 0                 0                 0                 5
       15300.00                 5                 0                 0                 0                 0                 0                 5
       15350.00                 5                 0                 0                 0                 0                 0                 5
       15400.00                 4                 0                 0                 0                 0                 1                 5
       15450.00                 4                 0                 0                 0                 0                 1                 5
       15500.00                 5                 0                 0                 0                 0                 0                 5
       15550.00                 4                 0                 0                 0                 0                 1                 5
       15600.00                 5                 0                 0                 0                 0                 0                 5
       15650.00                 4                 0                 0                 1                 0                 0                 5
       15700.00                 5                 0                 0                 0                 0                 0                 5
       15750.00                 4                 0                 0                 1                 0                 0                 5
       15800.00                 3                 0                 0                 0                 0                 1                 4
