#          Step             alpha              3_10                pi              beta                SS             other             total
       12400.00                 5                 0                 0                 0                 0                 1                 6
       12450.00                 5                 0                 0                 0                 0                 1                 6
       12500.00                 6                 0                 0                 0                 0                 0                 6
       12550.00                 5                 0                 0                 1                 0                 0                 6
       12600.00                 5                 0                 0                 0                 0                 1                 6
       12650.00                 5                 0                 0                 1                 0                 0                 6
       12700.00                 5                 0                 0                 0                 0                 1                 6
       12750.00                 5                 0                 0                 0                 0                 1                 6
       12800.00                 4                 0                 0                 0                 0                 1                 5
       12850.00                 5                 0                 0                 0                 0                 1                 6
       12900.00                 5                 0                 0                 1                 0                 0                 6
       12950.00                 6                 0                 0                 0                 0                 0                 6
       13000.00                 5                 0                 0                 1                 0                 0                 6
       13050.00                 5                 0                 0                 1                 0                 0                 6
       13100.00                 5                 0                 0                 1                 0                 0                 6
       13150.00                 6                 0                 0                 0                 0                 0                 6
       13200.00                 6                 0                 0                 0                 0                 0                 6
       13250.00                 5                 0                 0                 0                 0                 1                 6
       13300.00                 5                 0                 0                 1                 0                 0                 6
       13350.00                 6                 0                 0                 0                 0                 0                 6
       13400.00                 5                 0                 0                 0                 0                 1                 6
       13450.00                 6                 0                 0                 0                 0                 0                 6
       13500.00                 5                 0                 0                 1                 0                 0                 6
       13550.00                 6                 0                 0                 0                 0                 0                 6
       13600.00                 5                 0                 0                 1                 0                 0                 6
       13650.00                 6                 0                 0                 0                 0                 0                 6
       13700.00                 5                 0                 0                 1                 0                 0                 6
       13750.00                 5                 0                 0                 1                 0                 0                 6
       13800.00                 6                 0                 0                 0                 0                 0                 6
       13850.00                 6                 0                 0                 0                 0                 0                 6
       13900.00                 6                 0                 0                 0                 0                 0                 6
       13950.00                 6                 0                 0                 0                 0                 0                 6
       14000.00                 6                 0                 0                 0                 0                 0                 6
       14050.00                 5                 0                 0                 0                 0                 1                 6
       14100.00                 5                 0                 0                 1                 0                 0                 6
       14150.00                 5                 0                 0                 1                 0                 0                 6
       14200.00                 5                 0                 0                 0                 0                 1                 6
       14250.00                 5                 0                 0                 0                 0                 1                 6
       14300.00                 5                 0                 0                 0                 0                 1                 6
       14350.00                 5                 0                 0                 0                 0                 1                 6
       14400.00                 5                 0                 0                 1                 0                 0                 6
       14450.00                 5                 0                 0                 0                 0                 1                 6
       14500.00                 5                 0                 0                 0                 0                 1                 6
       14550.00                 5                 0                 0                 0                 0                 1                 6
       14600.00                 5                 0                 0                 1                 0                 0                 6
       14650.00                 5                 0                 0                 1                 0                 0                 6
       14700.00                 5                 0                 0                 1                 0                 0                 6
       14750.00                 5                 0                 0                 0                 0                 1                 6
       14800.00                 5                 0                 0                 0                 0                 1                 6
       14850.00                 5                 0                 0                 0                 0                 1                 6
       14900.00                 5                 0                 0                 0                 0                 1                 6
       14950.00                 5                 0                 0                 1                 0                 0                 6
       15000.00                 5                 0                 0                 1                 0                 0                 6
       15050.00                 6                 0                 0                 0                 0                 0                 6
       15100.00                 6                 0                 0                 0                 0                 0                 6
       15150.00                 5                 0                 0                 0                 0                 1                 6
       15200.00                 5                 0                 0                 1                 0                 0                 6
       15250.00                 5                 0                 0                 1                 0                 0                 6
       15300.00                 5                 0                 0                 0                 0                 1                 6
       15350.00                 5                 0                 0                 0                 0                 1                 6
       15400.00                 6                 0                 0                 0                 0                 0                 6
       15450.00                 5                 0                 0                 1                 0                 0                 6
       15500.00                 6                 0                 0                 0                 0                 0                 6
       15550.00                 5                 0                 0                 1                 0                 0                 6
       15600.00                 5                 0                 0                 1                 0                 0                 6
       15650.00                 5                 0                 0                 0                 0                 1                 6
       15700.00                 6                 0                 0                 0                 0                 0                 6
       15750.00                 5                 0                 0                 0                 0                 1                 6
       15800.00                 6                 0                 0                 0                 0                 0                 6
