@    xaxis  label "t"
       19500.00          0.0375          0.4484 
       19550.00          0.0515          0.4537 
       19600.00          0.0819          0.4263 
       19650.00          0.0791          0.4279 
       19700.00          0.0736          0.4439 
       19750.00          0.0353          0.4456 
       19800.00          0.0530          0.4528 
       19850.00          0.0500          0.4435 
       19900.00          0.0747          0.4381 
       19950.00          0.0522          0.4507 
       20000.00          0.0305          0.4469 
       20050.00          0.0539          0.4552 
       20100.00          0.0296          0.4488 
       20150.00          0.0571          0.4312 
       20200.00          0.0636          0.4548 
       20250.00          0.0627          0.4443 
       20300.00          0.0357          0.4433 
       20350.00          0.0664          0.4338 
       20400.00          0.1190          0.4286 
       20450.00          0.1111          0.4288 
       20500.00          0.0770          0.4481 
       20550.00          0.0488          0.4427 
       20600.00          0.0645          0.4343 
       20650.00          0.0887          0.4396 
       20700.00          0.0859          0.4369 
       20750.00          0.0838          0.4391 
       20800.00          0.0333          0.4501 
       20850.00          0.0240          0.4454 
       20900.00          0.0325          0.4507 
       20950.00          0.0287          0.4553 
       21000.00          0.0748          0.4368 
       21050.00          0.0662          0.4324 
       21100.00          0.0778          0.4395 
       21150.00          0.0846          0.4510 
       21200.00          0.0725          0.4486 
       21250.00          0.0710          0.4552 
       21300.00          0.0838          0.4478 
       21350.00          0.0648          0.4407 
       21400.00          0.0583          0.4334 
       21450.00          0.0875          0.4278 
       21500.00          0.0307          0.4495 
       21550.00          0.0430          0.4573 
       21600.00          0.0731          0.4305 
       21650.00          0.0431          0.4509 
       21700.00          0.0425          0.4599 
       21750.00          0.0621          0.4567 
       21800.00          0.0497          0.4494 
       21850.00          0.0635          0.4366 
       21900.00          0.0668          0.4534 
       21950.00          0.0833          0.4508 
       22000.00          0.0499          0.4459 
       22050.00          0.0468          0.4593 
       22100.00          0.0799          0.4431 
       22150.00          0.0815          0.4397 
       22200.00          0.0692          0.4418 
       22250.00          0.0640          0.4398 
       22300.00          0.0534          0.4458 
       22350.00          0.0900          0.4358 
       22400.00          0.0670          0.4432 
       22450.00          0.0596          0.4429 
       22500.00          0.1201          0.4349 
       22550.00          0.1000          0.4350 
       22600.00          0.0604          0.4364 
       22650.00          0.0525          0.4462 
       22700.00          0.0756          0.4394 
       22750.00          0.0626          0.4351 
       22800.00          0.0587          0.4320 
       22850.00          0.0840          0.4348 
       22900.00          0.0390          0.4414 
       22950.00          0.0563          0.4526 
       23000.00          0.0754          0.4437 
       23050.00          0.0606          0.4353 
       23100.00          0.0662          0.4348 
       23150.00          0.0693          0.4452 
       23200.00          0.0347          0.4477 
       23250.00          0.0837          0.4459 
       23300.00          0.0519          0.4436 
       23350.00          0.1336          0.4334 
       23400.00          0.1078          0.4521 
       23450.00          0.0606          0.4374 
       23500.00          0.0813          0.4323 
       23550.00          0.0626          0.4417 
       23600.00          0.0729          0.4335 
       23650.00          0.0838          0.4501 
       23700.00          0.0524          0.4553 
       23750.00          0.0737          0.4611 
       23800.00          0.0658          0.4431 
       23850.00          0.0781          0.4470 
       23900.00          0.0555          0.4375 
       23950.00          0.0557          0.4502 
       24000.00          0.0791          0.4422 
       24050.00          0.0650          0.4466 
       24100.00          0.0370          0.4442 
       24150.00          0.0865          0.4380 
       24200.00          0.0689          0.4493 
       24250.00          0.0602          0.4392 
       24300.00          0.0593          0.4347 
       24350.00          0.0662          0.4560 
       24400.00          0.0597          0.4497 
       24450.00          0.0749          0.4332 
       24500.00          0.0451          0.4456 
       24550.00          0.0873          0.4334 
       24600.00          0.0631          0.4450 
       24650.00          0.0503          0.4491 
       24700.00          0.0382          0.4427 
       24750.00          0.0729          0.4383 
       24800.00          0.0474          0.4503 
       24850.00          0.0804          0.4431 
       24900.00          0.0795          0.4405 
       24950.00          0.1015          0.4454 
       25000.00          0.0824          0.4418 
       25050.00          0.1064          0.4231 
       25100.00          0.0937          0.4295 
       25150.00          0.0650          0.4388 
       25200.00          0.0811          0.4474 
       25250.00          0.0625          0.4451 
       25300.00          0.0788          0.4616 
       25350.00          0.0379          0.4499 
       25400.00          0.0607          0.4368 
       25450.00          0.0813          0.4539 
       25500.00          0.0882          0.4360 
       25550.00          0.0764          0.4404 
       25600.00          0.0489          0.4557 
       25650.00          0.0347          0.4426 
       25700.00          0.0895          0.4369 
       25750.00          0.1030          0.4198 
       25800.00          0.0862          0.4257 
       25850.00          0.0722          0.4498 
       25900.00          0.0702          0.4467 
       25950.00          0.0834          0.4509 
       26000.00          0.0620          0.4433 
       26050.00          0.0759          0.4423 
       26100.00          0.0591          0.4392 
       26150.00          0.0628          0.4569 
       26200.00          0.0834          0.4242 
       26250.00          0.1281          0.4310 
       26300.00          0.0488          0.4524 
       26350.00          0.0724          0.4369 
       26400.00          0.0504          0.4384 
       26450.00          0.0273          0.4483 
       26500.00          0.0714          0.4466 
       26550.00          0.0532          0.4543 
       26600.00          0.1111          0.4352 
       26650.00          0.0669          0.4451 
       26700.00          0.0581          0.4476 
       26750.00          0.0718          0.4294 
       26800.00          0.0758          0.4508 
       26850.00          0.1320          0.4526 
       26900.00          0.1216          0.4659 
       26950.00          0.1411          0.4437 
       27000.00          0.1385          0.4278 
       27050.00          0.1401          0.4500 
       27100.00          0.2032          0.4163 
       27150.00          0.1725          0.4153 
       27200.00          0.1275          0.4358 
       27250.00          0.1990          0.4165 
       27300.00          0.2298          0.4022 
       27350.00          0.2458          0.4065 
       27400.00          0.2621          0.3931 
       27450.00          0.2508          0.3962 
       27500.00          0.2487          0.3850 
       27550.00          0.2003          0.4225 
       27600.00          0.1899          0.4239 
       27650.00          0.1850          0.4092 
       27700.00          0.1465          0.4396 
       27750.00          0.1305          0.4361 
       27800.00          0.1464          0.4331 
       27850.00          0.1638          0.4159 
       27900.00          0.1449          0.4435 
       27950.00          0.1876          0.4137 
       28000.00          0.1482          0.4374 
       28050.00          0.1335          0.4301 
       28100.00          0.0987          0.4615 
       28150.00          0.1068          0.4455 
       28200.00          0.0831          0.4784 
       28250.00          0.1849          0.4302 
       28300.00          0.1258          0.4604 
       28350.00          0.1478          0.4339 
       28400.00          0.1749          0.3977 
       28450.00          0.1776          0.4073 
       28500.00          0.1244          0.4384 
       28550.00          0.0577          0.4681 
       28600.00          0.0732          0.4611 
       28650.00          0.0790          0.4536 
       28700.00          0.0819          0.4459 
       28750.00          0.1048          0.4556 
       28800.00          0.0733          0.4413 
       28850.00          0.0666          0.4500 
       28900.00          0.0740          0.4442 
       28950.00          0.0517          0.4473 
       29000.00          0.0640          0.4358 
       29050.00          0.0612          0.4440 
       29100.00          0.0563          0.4433 
       29150.00          0.0824          0.4373 
       29200.00          0.0655          0.4332 
       29250.00          0.0672          0.4487 
       29300.00          0.0635          0.4433 
       29350.00          0.0711          0.4503 
       29400.00          0.1248          0.4302 
       29450.00          0.0776          0.4434 
       29500.00          0.0556          0.4442 
       29550.00          0.0796          0.4393 
       29600.00          0.0798          0.4269 
       29650.00          0.0570          0.4338 
       29700.00          0.0854          0.4356 
       29750.00          0.0586          0.4533 
       29800.00          0.0788          0.4369 
       29850.00          0.0443          0.4533 
       29900.00          0.0774          0.4520 
       29950.00          0.1015          0.4385 
       30000.00          0.0781          0.4417 
       30050.00          0.0775          0.4463 
       30100.00          0.0815          0.4388 
       30150.00          0.0714          0.4365 
       30200.00          0.0816          0.4480 
       30250.00          0.0675          0.4437 
       30300.00          0.0556          0.4499 
       30350.00          0.0870          0.4361 
       30400.00          0.0597          0.4390 
       30450.00          0.0855          0.4535 
       30500.00          0.0967          0.4370 
       30550.00          0.0815          0.4347 
       30600.00          0.0874          0.4431 
       30650.00          0.0585          0.4437 
       30700.00          0.0657          0.4437 
       30750.00          0.0963          0.4433 
       30800.00          0.0687          0.4544 
       30850.00          0.0843          0.4502 
       30900.00          0.0724          0.4556 
       30950.00          0.0594          0.4455 
       31000.00          0.0778          0.4466 
       31050.00          0.0670          0.4345 
       31100.00          0.0543          0.4378 
       31150.00          0.0791          0.4417 
       31200.00          0.0224          0.4523 
       31250.00          0.0583          0.4412 
       31300.00          0.0467          0.4450 
       31350.00          0.0671          0.4439 
       31400.00          0.0859          0.4497 
       31450.00          0.0591          0.4561 
       31500.00          0.0528          0.4357 
       31550.00          0.0579          0.4441 
       31600.00          0.0756          0.4330 
       31650.00          0.0815          0.4370 
       31700.00          0.0845          0.4472 
       31750.00          0.0753          0.4621 
       31800.00          0.0711          0.4525 
       31850.00          0.0848          0.4383 
       31900.00          0.0967          0.4372 
       31950.00          0.0797          0.4397 
       32000.00          0.0848          0.4367 
       32050.00          0.0860          0.4456 
       32100.00          0.1098          0.4238 
       32150.00          0.0910          0.4478 
       32200.00          0.0690          0.4528 
       32250.00          0.0479          0.4439 
       32300.00          0.1342          0.4167 
       32350.00          0.1030          0.4308 
       32400.00          0.0597          0.4439 
       32450.00          0.0741          0.4446 
       32500.00          0.0679          0.4543 
       32550.00          0.0721          0.4355 
       32600.00          0.0337          0.4451 
       32650.00          0.0868          0.4429 
       32700.00          0.1063          0.4268 
       32750.00          0.0631          0.4434 
       32800.00          0.0773          0.4389 
       32850.00          0.0509          0.4448 
       32900.00          0.0763          0.4379 
       32950.00          0.0718          0.4470 
       33000.00          0.0819          0.4386 
       33050.00          0.1036          0.4404 
       33100.00          0.0763          0.4592 
       33150.00          0.0603          0.4489 
       33200.00          0.0507          0.4533 
       33250.00          0.0353          0.4479 
       33300.00          0.0839          0.4507 
       33350.00          0.0573          0.4607 
       33400.00          0.1104          0.4374 
       33450.00          0.1268          0.4192 
       33500.00          0.0792          0.4488 
       33550.00          0.0621          0.4437 
       33600.00          0.0781          0.4384 
       33650.00          0.0764          0.4389 
       33700.00          0.0557          0.4482 
       33750.00          0.0596          0.4444 
       33800.00          0.0508          0.4508 
       33850.00          0.0819          0.4390 
       33900.00          0.0631          0.4376 
       33950.00          0.0620          0.4429 
       34000.00          0.0507          0.4516 
       34050.00          0.0517          0.4496 
       34100.00          0.0515          0.4553 
       34150.00          0.0629          0.4669 
       34200.00          0.0759          0.4612 
       34250.00          0.1232          0.4619 
       34300.00          0.2290          0.4038 
       34350.00          0.2013          0.4203 
       34400.00          0.1921          0.4229 
       34450.00          0.1971          0.4351 
       34500.00          0.2023          0.4378 
       34550.00          0.1963          0.4304 
       34600.00          0.1787          0.4385 
       34650.00          0.1889          0.4167 
       34700.00          0.2333          0.4000 
       34750.00          0.2077          0.4235 
       34800.00          0.2037          0.4128 
       34850.00          0.2343          0.4030 
       34900.00          0.2275          0.4046 
       34950.00          0.1701          0.4307 
       35000.00          0.1957          0.4175 
       35050.00          0.1823          0.4332 
       35100.00          0.1952          0.4062 
       35150.00          0.2150          0.3930 
       35200.00          0.2231          0.4090 
       35250.00          0.1889          0.4196 
       35300.00          0.1548          0.4397 
       35350.00          0.2079          0.4147 
       35400.00          0.2213          0.4096 
       35450.00          0.2198          0.3914 
       35500.00          0.2146          0.4026 
       35550.00          0.2589          0.3856 
       35600.00          0.2035          0.4199 
       35650.00          0.1798          0.4253 
       35700.00          0.1690          0.4442 
       35750.00          0.1909          0.4038 
       35800.00          0.2679          0.3741 
       35850.00          0.2321          0.4100 
       35900.00          0.1882          0.4137 
       35950.00          0.1347          0.4455 
       36000.00          0.1620          0.4308 
       36050.00          0.1255          0.4254 
       36100.00          0.0905          0.4406 
       36150.00          0.1275          0.4370 
       36200.00          0.1114          0.4433 
       36250.00          0.1087          0.4521 
       36300.00          0.0909          0.4490 
       36350.00          0.0995          0.4372 
       36400.00          0.1351          0.4396 
       36450.00          0.0919          0.4687 
       36500.00          0.1044          0.4684 
       36550.00          0.1460          0.4561 
       36600.00          0.1421          0.4364 
       36650.00          0.1327          0.4551 
       36700.00          0.0956          0.4799 
       36750.00          0.0981          0.4510 
       36800.00          0.1561          0.4505 
       36850.00          0.1783          0.4223 
       36900.00          0.1272          0.4662 
       36950.00          0.1164          0.4413 
       37000.00          0.0886          0.4607 
       37050.00          0.0751          0.4561 
       37100.00          0.1840          0.4175 
       37150.00          0.1607          0.4379 
       37200.00          0.1571          0.4437 
       37250.00          0.1863          0.4363 
       37300.00          0.1560          0.4263 
       37350.00          0.1462          0.4416 
       37400.00          0.1205          0.4605 
       37450.00          0.0999          0.4747 
       37500.00          0.1265          0.4460 
       37550.00          0.1657          0.4297 
       37600.00          0.1159          0.4296 
       37650.00          0.1237          0.4275 
       37700.00          0.0723          0.4271 
       37750.00          0.0469          0.4521 
       37800.00          0.0680          0.4417 
       37850.00          0.0327          0.4465 
       37900.00          0.0313          0.4525 
       37950.00          0.0337          0.4565 
       38000.00          0.0452          0.4475 
       38050.00          0.0459          0.4525 
       38100.00          0.0847          0.4325 
       38150.00          0.0667          0.4413 
       38200.00          0.0568          0.4499 
       38250.00          0.0345          0.4461 
       38300.00          0.0831          0.4353 
       38350.00          0.0790          0.4489 
       38400.00          0.1042          0.4325 
       38450.00          0.0768          0.4512 
       38500.00          0.1128          0.4281 
       38550.00          0.1007          0.4302 
       38600.00          0.0214          0.4500 
       38650.00          0.0781          0.4329 
       38700.00          0.0781          0.4504 
       38750.00          0.0565          0.4404 
       38800.00          0.0682          0.4450 
       38850.00          0.1082          0.4275 
       38900.00          0.0583          0.4535 
       38950.00          0.0766          0.4584 
       39000.00          0.0534          0.4365 
       39050.00          0.0512          0.4553 
       39100.00          0.0852          0.4496 
       39150.00          0.0628          0.4383 
       39200.00          0.0747          0.4524 
       39250.00          0.0531          0.4549 
       39300.00          0.0814          0.4389 
       39350.00          0.1631          0.4062 
       39400.00          0.1282          0.4219 
       39450.00          0.0635          0.4468 
       39500.00          0.1113          0.4286 
       39550.00          0.0609          0.4481 
       39600.00          0.1210          0.4239 
       39650.00          0.1106          0.4398 
       39700.00          0.0746          0.4374 
       39750.00          0.0581          0.4496 
       39800.00          0.0550          0.4442 
       39850.00          0.0657          0.4449 
       39900.00          0.0711          0.4591 
       39950.00          0.0627          0.4473 
       40000.00          0.0650          0.4401 
       40050.00          0.0555          0.4497 
       40100.00          0.0445          0.4546 
       40150.00          0.0861          0.4515 
       40200.00          0.0893          0.4349 
       40250.00          0.0345          0.4541 
       40300.00          0.0360          0.4532 
       40350.00          0.0587          0.4530 
       40400.00          0.0535          0.4311 
       40450.00          0.0683          0.4392 
       40500.00          0.1455          0.4072 
       40550.00          0.0787          0.4376 
       40600.00          0.0737          0.4396 
       40650.00          0.0636          0.4406 
       40700.00          0.0509          0.4494 
       40750.00          0.0776          0.4453 
       40800.00          0.0705          0.4384 
       40850.00          0.0452          0.4483 
       40900.00          0.0641          0.4376 
       40950.00          0.0648          0.4523 
       41000.00          0.0450          0.4434 
       41050.00          0.0360          0.4494 
