@    xaxis  label "t"
        7550.00          0.0630          0.4374 
        7600.00          0.0754          0.4310 
        7650.00          0.1234          0.4316 
        7700.00          0.0580          0.4333 
        7750.00          0.0688          0.4453 
        7800.00          0.0862          0.4343 
        7850.00          0.1123          0.4327 
        7900.00          0.0394          0.4519 
        7950.00          0.0658          0.4470 
        8000.00          0.0358          0.4491 
        8050.00          0.0436          0.4392 
        8100.00          0.1263          0.4295 
        8150.00          0.1273          0.4318 
        8200.00          0.1135          0.4248 
        8250.00          0.0896          0.4438 
        8300.00          0.1018          0.4350 
        8350.00          0.0689          0.4499 
        8400.00          0.0582          0.4438 
        8450.00          0.0356          0.4433 
        8500.00          0.1030          0.4322 
        8550.00          0.0803          0.4424 
        8600.00          0.0628          0.4386 
        8650.00          0.0675          0.4313 
        8700.00          0.0951          0.4392 
        8750.00          0.1319          0.4277 
        8800.00          0.1321          0.4229 
        8850.00          0.0603          0.4605 
        8900.00          0.0865          0.4523 
        8950.00          0.0791          0.4345 
        9000.00          0.0989          0.4475 
        9050.00          0.1150          0.4341 
        9100.00          0.0906          0.4368 
        9150.00          0.0648          0.4490 
        9200.00          0.0479          0.4407 
        9250.00          0.0320          0.4462 
        9300.00          0.0434          0.4453 
        9350.00          0.0665          0.4475 
        9400.00          0.0514          0.4399 
        9450.00          0.0470          0.4451 
        9500.00          0.0761          0.4400 
        9550.00          0.0972          0.4315 
        9600.00          0.1165          0.4198 
        9650.00          0.0695          0.4339 
        9700.00          0.1065          0.4331 
        9750.00          0.0427          0.4449 
        9800.00          0.0695          0.4381 
        9850.00          0.0862          0.4322 
        9900.00          0.0684          0.4467 
        9950.00          0.0958          0.4397 
       10000.00          0.1422          0.4152 
       10050.00          0.0663          0.4358 
       10100.00          0.0776          0.4420 
       10150.00          0.0489          0.4477 
       10200.00          0.0579          0.4388 
       10250.00          0.0545          0.4341 
       10300.00          0.0581          0.4363 
       10350.00          0.0737          0.4497 
       10400.00          0.0731          0.4417 
       10450.00          0.0493          0.4405 
       10500.00          0.0630          0.4482 
       10550.00          0.0534          0.4439 
       10600.00          0.0590          0.4498 
       10650.00          0.0797          0.4506 
       10700.00          0.0839          0.4465 
       10750.00          0.0637          0.4521 
       10800.00          0.1291          0.4304 
       10850.00          0.0778          0.4441 
       10900.00          0.0927          0.4324 
       10950.00          0.0577          0.4495 
       11000.00          0.0549          0.4352 
       11050.00          0.1170          0.4347 
       11100.00          0.0448          0.4403 
       11150.00          0.0782          0.4505 
       11200.00          0.0850          0.4339 
       11250.00          0.0342          0.4531 
       11300.00          0.0451          0.4469 
       11350.00          0.0737          0.4412 
       11400.00          0.0777          0.4383 
       11450.00          0.0431          0.4367 
       11500.00          0.0586          0.4478 
       11550.00          0.0933          0.4398 
       11600.00          0.1188          0.4275 
       11650.00          0.0802          0.4544 
       11700.00          0.1358          0.4186 
       11750.00          0.0778          0.4396 
       11800.00          0.1150          0.4244 
       11850.00          0.0907          0.4267 
       11900.00          0.1056          0.4442 
       11950.00          0.0650          0.4469 
       12000.00          0.0916          0.4412 
       12050.00          0.0913          0.4432 
       12100.00          0.0962          0.4351 
       12150.00          0.0745          0.4347 
       12200.00          0.0563          0.4373 
       12250.00          0.0545          0.4406 
       12300.00          0.0738          0.4398 
       12350.00          0.0832          0.4368 
       12400.00          0.1067          0.4354 
       12450.00          0.1167          0.4332 
       12500.00          0.0660          0.4330 
       12550.00          0.0600          0.4466 
       12600.00          0.0523          0.4438 
       12650.00          0.0720          0.4414 
       12700.00          0.0697          0.4540 
       12750.00          0.0681          0.4428 
       12800.00          0.0424          0.4547 
       12850.00          0.1163          0.4373 
       12900.00          0.0651          0.4415 
       12950.00          0.0811          0.4346 
       13000.00          0.0597          0.4393 
       13050.00          0.0594          0.4298 
       13100.00          0.0566          0.4464 
       13150.00          0.0672          0.4423 
       13200.00          0.0421          0.4366 
       13250.00          0.0291          0.4496 
       13300.00          0.0681          0.4510 
       13350.00          0.0644          0.4353 
       13400.00          0.0447          0.4497 
       13450.00          0.0442          0.4425 
       13500.00          0.0535          0.4500 
       13550.00          0.0839          0.4452 
       13600.00          0.1145          0.4339 
       13650.00          0.0773          0.4466 
       13700.00          0.0792          0.4382 
       13750.00          0.0453          0.4582 
       13800.00          0.0591          0.4523 
       13850.00          0.0557          0.4375 
       13900.00          0.0638          0.4472 
       13950.00          0.0419          0.4485 
       14000.00          0.0779          0.4372 
       14050.00          0.0825          0.4430 
       14100.00          0.0686          0.4429 
       14150.00          0.0818          0.4421 
       14200.00          0.0768          0.4401 
       14250.00          0.0585          0.4392 
       14300.00          0.0581          0.4643 
       14350.00          0.0343          0.4545 
       14400.00          0.0316          0.4446 
       14450.00          0.0595          0.4359 
       14500.00          0.0762          0.4457 
       14550.00          0.0685          0.4469 
       14600.00          0.0856          0.4374 
       14650.00          0.0747          0.4390 
       14700.00          0.0699          0.4445 
       14750.00          0.0906          0.4364 
       14800.00          0.0865          0.4483 
       14850.00          0.0915          0.4308 
       14900.00          0.0593          0.4343 
       14950.00          0.0601          0.4538 
       15000.00          0.0660          0.4473 
       15050.00          0.0591          0.4483 
       15100.00          0.0384          0.4520 
       15150.00          0.0497          0.4411 
       15200.00          0.0406          0.4532 
       15250.00          0.0405          0.4536 
       15300.00          0.0518          0.4469 
       15350.00          0.0811          0.4360 
       15400.00          0.0534          0.4430 
       15450.00          0.0780          0.4316 
       15500.00          0.0709          0.4354 
       15550.00          0.1153          0.4282 
       15600.00          0.1024          0.4312 
       15650.00          0.0764          0.4421 
       15700.00          0.1062          0.4258 
       15750.00          0.0734          0.4490 
       15800.00          0.0845          0.4384 
       15850.00          0.0535          0.4378 
       15900.00          0.1010          0.4413 
       15950.00          0.0751          0.4403 
       16000.00          0.0882          0.4484 
       16050.00          0.0824          0.4255 
       16100.00          0.0668          0.4453 
       16150.00          0.0610          0.4529 
       16200.00          0.0848          0.4492 
       16250.00          0.0537          0.4501 
       16300.00          0.0523          0.4564 
       16350.00          0.0230          0.4467 
       16400.00          0.0544          0.4521 
       16450.00          0.0522          0.4445 
       16500.00          0.0953          0.4397 
       16550.00          0.0521          0.4460 
       16600.00          0.0666          0.4290 
       16650.00          0.0667          0.4542 
       16700.00          0.0522          0.4445 
       16750.00          0.0389          0.4559 
       16800.00          0.0315          0.4551 
       16850.00          0.0380          0.4454 
       16900.00          0.0512          0.4345 
       16950.00          0.0714          0.4477 
       17000.00          0.0557          0.4513 
       17050.00          0.0570          0.4493 
       17100.00          0.0423          0.4406 
       17150.00          0.0660          0.4416 
       17200.00          0.0290          0.4483 
       17250.00          0.0606          0.4536 
       17300.00          0.0794          0.4537 
       17350.00          0.0862          0.4357 
       17400.00          0.0447          0.4511 
       17450.00          0.0926          0.4398 
       17500.00          0.0546          0.4487 
       17550.00          0.0641          0.4527 
       17600.00          0.0527          0.4432 
       17650.00          0.0528          0.4380 
       17700.00          0.0414          0.4537 
       17750.00          0.0867          0.4437 
       17800.00          0.0834          0.4406 
       17850.00          0.0884          0.4418 
       17900.00          0.0601          0.4473 
       17950.00          0.0507          0.4440 
       18000.00          0.0863          0.4399 
       18050.00          0.0510          0.4413 
       18100.00          0.0603          0.4658 
       18150.00          0.0596          0.4367 
       18200.00          0.0716          0.4422 
       18250.00          0.0420          0.4604 
       18300.00          0.0546          0.4485 
       18350.00          0.0707          0.4447 
       18400.00          0.0682          0.4429 
       18450.00          0.0625          0.4471 
       18500.00          0.0379          0.4443 
       18550.00          0.0927          0.4442 
       18600.00          0.0420          0.4457 
       18650.00          0.0614          0.4387 
       18700.00          0.0933          0.4367 
       18750.00          0.0778          0.4380 
       18800.00          0.0728          0.4443 
       18850.00          0.0932          0.4454 
       18900.00          0.0647          0.4430 
       18950.00          0.0980          0.4434 
       19000.00          0.0897          0.4428 
       19050.00          0.0835          0.4449 
       19100.00          0.0985          0.4455 
       19150.00          0.0524          0.4573 
       19200.00          0.0863          0.4437 
       19250.00          0.1456          0.4135 
       19300.00          0.0628          0.4435 
       19350.00          0.0750          0.4458 
       19400.00          0.0522          0.4466 
       19450.00          0.0393          0.4421 
       19500.00          0.0852          0.4385 
       19550.00          0.0746          0.4558 
       19600.00          0.0562          0.4387 
       19650.00          0.0415          0.4488 
       19700.00          0.0702          0.4474 
       19750.00          0.0692          0.4476 
       19800.00          0.0588          0.4527 
       19850.00          0.0658          0.4489 
       19900.00          0.0953          0.4447 
       19950.00          0.0599          0.4422 
       20000.00          0.0509          0.4486 
       20050.00          0.0642          0.4458 
       20100.00          0.0655          0.4401 
       20150.00          0.0844          0.4498 
       20200.00          0.0732          0.4531 
       20250.00          0.0776          0.4374 
       20300.00          0.0479          0.4445 
       20350.00          0.0732          0.4356 
       20400.00          0.0673          0.4557 
       20450.00          0.0703          0.4315 
       20500.00          0.0553          0.4430 
       20550.00          0.0573          0.4392 
       20600.00          0.0688          0.4328 
       20650.00          0.0864          0.4520 
       20700.00          0.0743          0.4491 
       20750.00          0.0620          0.4419 
       20800.00          0.0483          0.4507 
       20850.00          0.0682          0.4376 
       20900.00          0.0535          0.4450 
       20950.00          0.0581          0.4490 
       21000.00          0.0740          0.4378 
       21050.00          0.1000          0.4277 
       21100.00          0.0916          0.4462 
       21150.00          0.0778          0.4437 
       21200.00          0.0871          0.4328 
       21250.00          0.0617          0.4376 
       21300.00          0.0665          0.4400 
       21350.00          0.0811          0.4498 
       21400.00          0.0841          0.4408 
       21450.00          0.0593          0.4545 
       21500.00          0.0580          0.4359 
       21550.00          0.0675          0.4317 
       21600.00          0.0831          0.4341 
       21650.00          0.1232          0.4243 
       21700.00          0.0825          0.4388 
       21750.00          0.1082          0.4331 
       21800.00          0.1568          0.4187 
       21850.00          0.1380          0.4266 
       21900.00          0.1432          0.4114 
       21950.00          0.1379          0.4215 
       22000.00          0.0730          0.4385 
       22050.00          0.0907          0.4374 
       22100.00          0.0650          0.4432 
       22150.00          0.0654          0.4468 
       22200.00          0.0977          0.4400 
       22250.00          0.0993          0.4377 
       22300.00          0.0833          0.4464 
       22350.00          0.0496          0.4514 
       22400.00          0.0529          0.4510 
       22450.00          0.0877          0.4436 
       22500.00          0.0544          0.4567 
       22550.00          0.0528          0.4377 
       22600.00          0.0619          0.4407 
       22650.00          0.0475          0.4589 
       22700.00          0.1075          0.4256 
       22750.00          0.0728          0.4399 
       22800.00          0.0683          0.4301 
       22850.00          0.0492          0.4469 
       22900.00          0.0711          0.4443 
       22950.00          0.0900          0.4303 
       23000.00          0.0602          0.4562 
       23050.00          0.0508          0.4537 
       23100.00          0.0417          0.4579 
       23150.00          0.0754          0.4491 
       23200.00          0.0941          0.4403 
       23250.00          0.0486          0.4374 
       23300.00          0.0783          0.4576 
       23350.00          0.0672          0.4376 
       23400.00          0.0427          0.4524 
       23450.00          0.0941          0.4441 
       23500.00          0.0620          0.4365 
       23550.00          0.1331          0.4245 
       23600.00          0.0641          0.4477 
       23650.00          0.0559          0.4431 
       23700.00          0.0570          0.4511 
       23750.00          0.0614          0.4489 
       23800.00          0.0701          0.4478 
       23850.00          0.0810          0.4431 
       23900.00          0.0710          0.4464 
       23950.00          0.0443          0.4516 
       24000.00          0.0526          0.4412 
       24050.00          0.0696          0.4489 
       24100.00          0.0501          0.4532 
       24150.00          0.0564          0.4369 
       24200.00          0.0504          0.4492 
       24250.00          0.0682          0.4525 
       24300.00          0.0625          0.4423 
       24350.00          0.0835          0.4453 
       24400.00          0.0580          0.4407 
       24450.00          0.0813          0.4432 
       24500.00          0.1171          0.4331 
       24550.00          0.0688          0.4439 
       24600.00          0.0849          0.4579 
       24650.00          0.0712          0.4470 
       24700.00          0.0789          0.4589 
       24750.00          0.0825          0.4355 
       24800.00          0.1400          0.4207 
       24850.00          0.0788          0.4393 
       24900.00          0.0744          0.4593 
       24950.00          0.0473          0.4474 
       25000.00          0.0775          0.4239 
       25050.00          0.0684          0.4373 
       25100.00          0.0728          0.4377 
       25150.00          0.0551          0.4462 
       25200.00          0.0906          0.4311 
       25250.00          0.1546          0.4045 
       25300.00          0.1164          0.4346 
       25350.00          0.0510          0.4542 
       25400.00          0.0821          0.4451 
       25450.00          0.0911          0.4352 
       25500.00          0.0720          0.4446 
       25550.00          0.0744          0.4293 
       25600.00          0.0548          0.4534 
       25650.00          0.0910          0.4458 
       25700.00          0.0838          0.4494 
       25750.00          0.1332          0.4280 
       25800.00          0.0680          0.4336 
       25850.00          0.0698          0.4514 
       25900.00          0.0474          0.4340 
       25950.00          0.0801          0.4509 
       26000.00          0.0720          0.4486 
       26050.00          0.0322          0.4406 
       26100.00          0.0577          0.4553 
       26150.00          0.0501          0.4577 
       26200.00          0.0714          0.4367 
       26250.00          0.1320          0.4105 
       26300.00          0.1198          0.4410 
       26350.00          0.0812          0.4440 
       26400.00          0.0591          0.4399 
       26450.00          0.0582          0.4367 
       26500.00          0.0381          0.4584 
       26550.00          0.0429          0.4524 
       26600.00          0.0818          0.4441 
       26650.00          0.0708          0.4539 
       26700.00          0.0359          0.4409 
       26750.00          0.0684          0.4458 
       26800.00          0.0544          0.4531 
       26850.00          0.0777          0.4359 
       26900.00          0.0703          0.4477 
       26950.00          0.0544          0.4412 
       27000.00          0.0695          0.4486 
       27050.00          0.0771          0.4393 
       27100.00          0.0808          0.4394 
       27150.00          0.0652          0.4334 
       27200.00          0.0874          0.4355 
       27250.00          0.1017          0.4340 
       27300.00          0.0567          0.4451 
       27350.00          0.0697          0.4446 
       27400.00          0.0782          0.4469 
       27450.00          0.0748          0.4452 
       27500.00          0.0628          0.4451 
       27550.00          0.0499          0.4515 
       27600.00          0.0447          0.4574 
       27650.00          0.0805          0.4454 
       27700.00          0.0581          0.4379 
       27750.00          0.0664          0.4458 
       27800.00          0.1268          0.4311 
       27850.00          0.0531          0.4540 
       27900.00          0.1004          0.4563 
       27950.00          0.1030          0.4251 
       28000.00          0.1451          0.4175 
       28050.00          0.0728          0.4386 
       28100.00          0.0616          0.4482 
       28150.00          0.0732          0.4264 
       28200.00          0.0694          0.4508 
       28250.00          0.0605          0.4462 
       28300.00          0.1254          0.4270 
       28350.00          0.1047          0.4335 
       28400.00          0.0522          0.4638 
       28450.00          0.0922          0.4408 
       28500.00          0.0706          0.4497 
       28550.00          0.0452          0.4452 
       28600.00          0.0882          0.4467 
       28650.00          0.0758          0.4669 
       28700.00          0.0947          0.4374 
       28750.00          0.0760          0.4391 
       28800.00          0.0971          0.4445 
       28850.00          0.0803          0.4487 
       28900.00          0.0423          0.4428 
       28950.00          0.0448          0.4468 
       29000.00          0.0521          0.4437 
       29050.00          0.0500          0.4475 
       29100.00          0.0748          0.4441 
       29150.00          0.0492          0.4353 
       29200.00          0.0477          0.4430 
       29250.00          0.0943          0.4377 
       29300.00          0.1151          0.4305 
       29350.00          0.0672          0.4436 
       29400.00          0.1142          0.4317 
       29450.00          0.1093          0.4456 
       29500.00          0.0981          0.4358 
       29550.00          0.0560          0.4400 
       29600.00          0.0462          0.4466 
       29650.00          0.0719          0.4456 
       29700.00          0.0768          0.4361 
       29750.00          0.0957          0.4402 
       29800.00          0.0682          0.4502 
       29850.00          0.0770          0.4466 
       29900.00          0.0797          0.4281 
       29950.00          0.0592          0.4514 
       30000.00          0.0517          0.4509 
       30050.00          0.0741          0.4490 
       30100.00          0.0545          0.4513 
       30150.00          0.0860          0.4312 
       30200.00          0.1330          0.4166 
       30250.00          0.1294          0.4354 
       30300.00          0.1408          0.4182 
       30350.00          0.0886          0.4406 
       30400.00          0.0446          0.4496 
       30450.00          0.1047          0.4332 
       30500.00          0.0586          0.4429 
       30550.00          0.0407          0.4483 
       30600.00          0.0598          0.4309 
       30650.00          0.0513          0.4341 
       30700.00          0.0543          0.4371 
       30750.00          0.0831          0.4531 
       30800.00          0.0427          0.4525 
       30850.00          0.1119          0.4353 
       30900.00          0.1359          0.4247 
       30950.00          0.0989          0.4270 
       31000.00          0.0628          0.4537 
       31050.00          0.0488          0.4545 
       31100.00          0.0959          0.4487 
       31150.00          0.0595          0.4549 
       31200.00          0.0498          0.4385 
       31250.00          0.0790          0.4412 
       31300.00          0.0887          0.4477 
       31350.00          0.0757          0.4516 
       31400.00          0.0622          0.4562 
       31450.00          0.0412          0.4386 
       31500.00          0.1001          0.4474 
       31550.00          0.0566          0.4366 
       31600.00          0.0629          0.4394 
       31650.00          0.0685          0.4431 
       31700.00          0.0579          0.4442 
       31750.00          0.0369          0.4489 
       31800.00          0.0640          0.4395 
       31850.00          0.0516          0.4503 
       31900.00          0.0641          0.4549 
       31950.00          0.0693          0.4465 
       32000.00          0.0517          0.4399 
       32050.00          0.0580          0.4470 
       32100.00          0.0929          0.4526 
       32150.00          0.0693          0.4476 
       32200.00          0.0570          0.4331 
       32250.00          0.0736          0.4472 
       32300.00          0.0900          0.4440 
       32350.00          0.0744          0.4418 
       32400.00          0.0576          0.4456 
       32450.00          0.0439          0.4578 
       32500.00          0.0402          0.4443 
       32550.00          0.0625          0.4477 
       32600.00          0.0353          0.4520 
       32650.00          0.0520          0.4294 
       32700.00          0.0623          0.4508 
       32750.00          0.0558          0.4485 
       32800.00          0.0690          0.4437 
       32850.00          0.0810          0.4471 
       32900.00          0.0709          0.4386 
       32950.00          0.0850          0.4399 
       33000.00          0.0767          0.4366 
       33050.00          0.0468          0.4469 
       33100.00          0.0625          0.4550 
       33150.00          0.0859          0.4416 
       33200.00          0.0865          0.4494 
       33250.00          0.0929          0.4448 
       33300.00          0.0831          0.4376 
       33350.00          0.0416          0.4540 
       33400.00          0.0604          0.4366 
       33450.00          0.0397          0.4385 
       33500.00          0.0304          0.4441 
       33550.00          0.0468          0.4462 
       33600.00          0.0641          0.4552 
       33650.00          0.0437          0.4505 
       33700.00          0.0426          0.4533 
       33750.00          0.0658          0.4319 
       33800.00          0.1329          0.4233 
       33850.00          0.0533          0.4516 
       33900.00          0.0443          0.4510 
       33950.00          0.0620          0.4461 
       34000.00          0.0497          0.4525 
       34050.00          0.0663          0.4491 
       34100.00          0.0860          0.4497 
       34150.00          0.1328          0.4212 
       34200.00          0.1100          0.4296 
       34250.00          0.1225          0.4332 
       34300.00          0.0783          0.4377 
       34350.00          0.0630          0.4306 
       34400.00          0.0712          0.4419 
       34450.00          0.0497          0.4520 
       34500.00          0.0530          0.4458 
       34550.00          0.0460          0.4484 
       34600.00          0.0482          0.4476 
       34650.00          0.0440          0.4447 
       34700.00          0.0925          0.4455 
       34750.00          0.0689          0.4419 
       34800.00          0.0598          0.4487 
       34850.00          0.0745          0.4392 
       34900.00          0.0681          0.4498 
       34950.00          0.0718          0.4513 
       35000.00          0.1072          0.4317 
       35050.00          0.0866          0.4487 
       35100.00          0.0611          0.4463 
       35150.00          0.0796          0.4407 
       35200.00          0.0804          0.4450 
       35250.00          0.0451          0.4464 
       35300.00          0.0384          0.4516 
       35350.00          0.0459          0.4471 
       35400.00          0.0398          0.4541 
       35450.00          0.0602          0.4441 
       35500.00          0.0676          0.4342 
       35550.00          0.0652          0.4458 
       35600.00          0.0814          0.4450 
       35650.00          0.0584          0.4464 
       35700.00          0.0632          0.4381 
       35750.00          0.0389          0.4383 
       35800.00          0.0755          0.4408 
       35850.00          0.0636          0.4425 
       35900.00          0.0671          0.4524 
       35950.00          0.0649          0.4460 
       36000.00          0.0385          0.4490 
       36050.00          0.0469          0.4435 
       36100.00          0.0455          0.4517 
       36150.00          0.0517          0.4464 
       36200.00          0.0628          0.4291 
       36250.00          0.0485          0.4453 
       36300.00          0.0669          0.4370 
       36350.00          0.0789          0.4466 
       36400.00          0.0745          0.4434 
       36450.00          0.1246          0.4161 
       36500.00          0.0662          0.4320 
       36550.00          0.0718          0.4429 
       36600.00          0.0688          0.4403 
       36650.00          0.0583          0.4353 
       36700.00          0.1174          0.4461 
       36750.00          0.0407          0.4486 
       36800.00          0.1035          0.4383 
       36850.00          0.0456          0.4477 
       36900.00          0.0975          0.4402 
       36950.00          0.0923          0.4441 
       37000.00          0.0861          0.4417 
       37050.00          0.0893          0.4472 
       37100.00          0.0899          0.4485 
       37150.00          0.0613          0.4419 
       37200.00          0.0515          0.4396 
       37250.00          0.0387          0.4545 
       37300.00          0.0843          0.4320 
       37350.00          0.0772          0.4473 
       37400.00          0.0831          0.4512 
       37450.00          0.0795          0.4435 
       37500.00          0.0859          0.4329 
       37550.00          0.0627          0.4455 
       37600.00          0.0374          0.4523 
       37650.00          0.0339          0.4486 
       37700.00          0.0567          0.4550 
       37750.00          0.0827          0.4408 
       37800.00          0.0374          0.4386 
       37850.00          0.0503          0.4460 
       37900.00          0.0377          0.4439 
       37950.00          0.0688          0.4386 
       38000.00          0.0662          0.4541 
       38050.00          0.0612          0.4561 
       38100.00          0.0562          0.4365 
       38150.00          0.0751          0.4321 
       38200.00          0.0421          0.4476 
       38250.00          0.0474          0.4523 
       38300.00          0.0653          0.4485 
       38350.00          0.0516          0.4498 
       38400.00          0.0330          0.4512 
       38450.00          0.0872          0.4337 
       38500.00          0.0479          0.4508 
       38550.00          0.0517          0.4370 
       38600.00          0.0397          0.4567 
       38650.00          0.0828          0.4463 
       38700.00          0.0492          0.4368 
       38750.00          0.1166          0.4302 
       38800.00          0.0802          0.4404 
       38850.00          0.0693          0.4421 
       38900.00          0.0765          0.4387 
       38950.00          0.0943          0.4382 
       39000.00          0.1087          0.4313 
       39050.00          0.1202          0.4315 
       39100.00          0.0966          0.4394 
       39150.00          0.0929          0.4360 
       39200.00          0.0781          0.4475 
       39250.00          0.0639          0.4353 
       39300.00          0.0951          0.4443 
       39350.00          0.0694          0.4373 
       39400.00          0.0564          0.4469 
       39450.00          0.0641          0.4491 
       39500.00          0.0690          0.4385 
       39550.00          0.0857          0.4369 
       39600.00          0.0939          0.4433 
       39650.00          0.0690          0.4539 
       39700.00          0.0851          0.4430 
       39750.00          0.0822          0.4382 
       39800.00          0.1015          0.4398 
       39850.00          0.0606          0.4378 
       39900.00          0.0708          0.4496 
       39950.00          0.0710          0.4472 
       40000.00          0.1557          0.4195 
       40050.00          0.0597          0.4537 
       40100.00          0.0840          0.4396 
       40150.00          0.0827          0.4334 
       40200.00          0.0594          0.4478 
       40250.00          0.0739          0.4505 
       40300.00          0.0390          0.4518 
       40350.00          0.0697          0.4415 
       40400.00          0.0939          0.4335 
       40450.00          0.1103          0.4336 
       40500.00          0.1328          0.4244 
       40550.00          0.1351          0.4310 
       40600.00          0.1471          0.4200 
       40650.00          0.1476          0.4313 
       40700.00          0.1443          0.4161 
       40750.00          0.1020          0.4294 
       40800.00          0.0923          0.4387 
       40850.00          0.0551          0.4501 
       40900.00          0.0647          0.4477 
       40950.00          0.0568          0.4376 
       41000.00          0.0730          0.4364 
       41050.00          0.0554          0.4414 
