#          Step          Temp (K)   KinE (kCal/mol)   PotE (kCal/mol)   WalE (kCal/mol)   TotE (kCal/mol)
       18450.00          416.5709           73.2613           -3.4641            0.0000           69.7972
       18500.00          374.9631           65.9438           -3.1720            0.0000           62.7718
       18550.00          379.6308           66.7647           -3.5255            0.0000           63.2392
       18600.00          351.7442           61.8604           -2.9229            0.0000           58.9375
       18650.00          358.1625           62.9892           -2.5124            0.0000           60.4767
       18700.00          353.7260           62.2089           -3.4239            0.0000           58.7850
       18750.00          382.5548           67.2790           -1.9315            0.0000           65.3475
       18800.00          401.6549           70.6381           -0.2499            0.0000           70.3882
       18850.00          412.5066           72.5465           -3.7076            0.0000           68.8390
       18900.00          381.1491           67.0318           -3.2857            0.0000           63.7461
       18950.00          377.9241           66.4646           -3.1558            0.0000           63.3088
       19000.00          420.1555           73.8917           -3.1665            0.0000           70.7252
       19050.00          430.8211           75.7675           -3.3065            0.0000           72.4610
       19100.00          347.3381           61.0855           -1.9398            0.0000           59.1457
       19150.00          423.6739           74.5105           -2.2304            0.0000           72.2801
       19200.00          367.0193           64.5468           -3.7545            0.0000           60.7923
       19250.00          402.9305           70.8624           -3.7647            0.0000           67.0977
       19300.00          365.4974           64.2791           -1.7227            0.0000           62.5565
       19350.00          376.2604           66.1720           -2.8893            0.0000           63.2827
       19400.00          385.4116           67.7814           -3.0237            0.0000           64.7577
       19450.00          347.3163           61.0817           -2.9218            0.0000           58.1599
       19500.00          397.9421           69.9851           -2.7484            0.0000           67.2367
       19550.00          335.2808           58.9650           -3.1339            0.0000           55.8311
       19600.00          357.8615           62.9362           -2.5187            0.0000           60.4175
       19650.00          443.8575           78.0601           -1.9445            0.0000           76.1156
       19700.00          373.0693           65.6108           -0.4403            0.0000           65.1705
       19750.00          382.9983           67.3570           -2.6478            0.0000           64.7092
       19800.00          410.3472           72.1668           -3.4741            0.0000           68.6927
       19850.00          490.0651           86.1866           -2.3788            0.0000           83.8077
       19900.00          388.5473           68.3329           -3.0852            0.0000           65.2476
       19950.00          411.6093           72.3887           -3.0320            0.0000           69.3567
       20000.00          429.2030           75.4829           -2.3915            0.0000           73.0914
       20050.00          359.0762           63.1499           -1.6697            0.0000           61.4802
       20100.00          528.3725           92.9236           -2.6731            0.0000           90.2505
       20150.00          448.3856           78.8565           -2.7663            0.0000           76.0902
       20200.00          430.8055           75.7647           -1.8818            0.0000           73.8829
       20250.00          362.1994           63.6991           -2.0212            0.0000           61.6780
       20300.00          409.0443           71.9376           -2.7120            0.0000           69.2256
       20350.00          437.1801           76.8858           -2.2268            0.0000           74.6590
       20400.00          410.4585           72.1863           -1.9927            0.0000           70.1937
       20450.00          421.0694           74.0524           -2.8231            0.0000           71.2293
       20500.00          369.7546           65.0278           -2.1960            0.0000           62.8318
       20550.00          411.6718           72.3997           -2.7194            0.0000           69.6803
       20600.00          382.1656           67.2105           -2.0004            0.0000           65.2102
       20650.00          412.2340           72.4986           -3.0587            0.0000           69.4399
       20700.00          364.0288           64.0209           -2.8666            0.0000           61.1543
       20750.00          329.9459           58.0268           -3.7314            0.0000           54.2954
       20800.00          420.0920           73.8806           -1.9175            0.0000           71.9630
       20850.00          443.5185           78.0005           -2.8549            0.0000           75.1457
       20900.00          415.1162           73.0055           -0.4109            0.0000           72.5946
       20950.00          391.3678           68.8289           -1.9590            0.0000           66.8699
       21000.00          387.8909           68.2174           -3.0154            0.0000           65.2020
       21050.00          411.4507           72.3608           -2.7498            0.0000           69.6110
       21100.00          373.0164           65.6015           -2.6755            0.0000           62.9260
       21150.00          442.4288           77.8089           -3.0963            0.0000           74.7126
       21200.00          435.9583           76.6709           -2.6010            0.0000           74.0699
